method,methodHistories,authors,stmtAdded,maxStmtAdded,avgStmtAdded,stmtDeleted,maxStmtDeleted,avgStmtDeleted,churn,maxChurn,avgChurn,decl,cond,elseAdded,elseDeleted,developers,ownership,entropy,buggy
com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBracesCheckSwitchExpression:howMany6,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.api.FileText:FileText,1,1,59.0,59.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.01694915254237288,0.01694915254237288,false
com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBracesCheckSwitchExpression:howMany7,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBracesCheckSwitchExpression:howMany4,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBracesCheckSwitchExpression:howMany5,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.metrics.javancss.InputJavaNCSSRecordsAndCompactCtors:FXOrder,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
com.google.checkstyle.test.chapter7javadoc.rule712paragraphs.RequireEmptyLineBeforeBlockTagGroupTest:testJavadocParagraphIncorrect,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.checks.naming.illegalidentifiername.InputIllegalIdentifierNameOpenTransitive:getRecordType,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.meta.MetadataGeneratorUtilTest:testMetadataFileGenerationTypeMisplaced,1,1,8.0,8.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationInvalidSwitchIndent:method1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
com.puppycrawl.tools.checkstyle.checks.javadoc.AtclauseOrderCheckTest:testAtclauseOrderLotsOfRecords,1,1,8.0,8.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
com.puppycrawl.tools.checkstyle.xpath.RootNode:RootNode,1,1,6.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.25,true
com.puppycrawl.tools.checkstyle.grammar.java14.InputJava14EscapedS:test2,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolderTest:testSuppressWarningsAsAnnotationProperty,1,1,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionMissingSwitchDefaultTest:testTwo,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheckTest:testAbbreviationAsWordInNameCheckEnhancedInstanceofAllowXmlLength1,2,1,16.0,8.0,8.0,0.0,0.0,0.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionIllegalCatchTest:testOne,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyLineSeparatorCheck:isViolatingEmptyLineBetweenFieldsPolicy,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheckTest:testHiddenFieldRecords,1,1,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,true
com.puppycrawl.tools.checkstyle.meta.JavadocMetadataScraper:isParentText,1,1,14.0,14.0,14.0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,1.0,0.0,0.0,1.0,0.07142857142857142,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionEmptyLineSeparatorTest:getCheckName,1,1,8.0,8.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
com.puppycrawl.tools.checkstyle.meta.ModulePropertyDetails:getType,2,1,8.0,5.0,4.0,0.0,0.0,0.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
com.puppycrawl.tools.checkstyle.checks.indentation.AnnotationArrayInitHandler:getTopLevelAst,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.metrics.JavaNCSSCheckTest:testGetAcceptableTokens,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:testTryResourcesNotStrict,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
com.puppycrawl.tools.checkstyle.internal.CliOptionsXdocsSyncTest:validateCliDocSections,1,1,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,true
com.puppycrawl.tools.checkstyle.meta.ModuleDetails:addToViolationMessages,2,1,11.0,8.0,5.5,0.0,0.0,0.0,11.0,8.0,5.5,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionMissingCtorTest:testOne,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.checks.naming.PatternVariableNameCheck:getAcceptableTokens,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.metrics.ClassDataAbstractionCouplingCheckTest:testClassDataAbstractionCouplingRecords,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.checks.NoCodeInFileCheckTest:getPackageLocation,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionJavadocMethodTest:testFive,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.checks.indentation.BlockParentHandler:getChildrenExpectedIndent,1,1,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,1.0,0.0,0.0,1.0,0.08333333333333333,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionEmptyLineSeparatorTest:testTwo,1,1,8.0,8.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheckTest:testGetAcceptableTokens,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.checks.whitespace.whitespacearound.InputWhitespaceAroundRecordsAllowEmptyTypes:MyRecord1,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
com.puppycrawl.tools.checkstyle.checks.metrics.ClassFanOutComplexityCheckTest:test,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
com.puppycrawl.tools.checkstyle.xpath.ElementNode:compareCommonAncestorChildrenOrder,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,false
com.puppycrawl.tools.checkstyle.checks.whitespace.whitespacearound.InputWhitespaceAroundRecordsAllowEmptyTypes:MyRecord2,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:leaveToken,1,1,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,true
com.puppycrawl.tools.checkstyle.xpath.XpathMapperTest:testComplexQueryTwo,1,1,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,true
com.puppycrawl.tools.checkstyle.utils.CheckUtil:lastIndexOfNonWhitespace,1,1,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.0,true
com.puppycrawl.tools.checkstyle.checks.sizes.ExecutableStatementCountCheck:visitSlist,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true
com.puppycrawl.tools.checkstyle.checks.coding.MagicNumberCheck:isFieldDeclaration,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionNestedForDepthTest:testMax,1,1,8.0,8.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
com.puppycrawl.tools.checkstyle.grammar.javadoc.JavadocParseTreeTest:testCdata,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.naming.ParameterNameCheck:getAccessModifier,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
com.puppycrawl.tools.checkstyle.checks.annotation.MissingDeprecatedCheckTest:testDepPackageInfoBelowComment,1,1,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,true
com.puppycrawl.tools.checkstyle.checks.metrics.classfanoutcomplexity.InputClassFanOutComplexityRecords:MyRecord3,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck:logCommaViolation,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
com.puppycrawl.tools.checkstyle.meta.XmlMetaReader:getListContentByAttribute,2,1,20.0,13.0,10.0,0.0,0.0,0.0,20.0,13.0,10.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,true
com.puppycrawl.tools.checkstyle.checks.imports.CustomImportOrderCheck:logWrongImportGroupOrder,1,1,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2857142857142857,true
org.checkstyle.suppressionxpathfilter.anoninnerlength.SuppressionXpathRegressionAnonInnerLengthDefault:run,1,1,23.0,23.0,23.0,0.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,1.0,0.043478260869565216,0.0,true
