method,methodHistories,authors,stmtAdded,maxStmtAdded,avgStmtAdded,stmtDeleted,maxStmtDeleted,avgStmtDeleted,churn,maxChurn,avgChurn,decl,cond,elseAdded,elseDeleted,developers,ownership,entropy,buggy
com.puppycrawl.tools.checkstyle.VerifierImpl:verifyWSAroundEnd,2,2,8.0,4.0,4.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,false
com.puppycrawl.tools.checkstyle.Verifier:reportStarImport,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:reportReference,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:verifyMethodLength,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:Verifier,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:getMethodTags,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:reportPackageName,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:reportEndTypeBlock,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.VerifierImpl:verifyMethodJavadoc,4,4,80.0,21.0,20.0,34.0,16.0,8.5,46.0,5.0,11.5,0.0,0.0,0.0,0.0,0.25,0.025,0.03508771929824561,false
com.puppycrawl.tools.checkstyle.Verifier:reportCppComment,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.VerifierImpl:verifyWSAfter,2,2,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,false
com.puppycrawl.tools.checkstyle.Verifier:reportEndMethodBlock,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:checkImports,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:inInterfaceBlock,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.VerifierImpl:reportStartMethodBlock,2,2,38.0,19.0,19.0,2.0,1.0,1.0,36.0,18.0,18.0,0.0,0.0,0.0,0.0,0.5,0.05263157894736842,0.1,false
com.puppycrawl.tools.checkstyle.Verifier:reportStartMethodBlock,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:reportNeedBraces,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:reportCComment,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:checkParamTags,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:checkReturnTag,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:verifyParameter,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:createRE,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:inMethodBlock,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.VerifierImpl:verifyWSAroundBegin,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,false
com.puppycrawl.tools.checkstyle.Verifier:verifyNoWSBefore,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
com.puppycrawl.tools.checkstyle.Verifier:basename,2,2,758.0,379.0,379.0,2.0,1.0,1.0,756.0,378.0,378.0,0.0,2.0,0.0,0.0,0.5,0.002638522427440633,0.005263157894736842,false
