ID,method,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,longMethod,longParam,messageChains,featureEnvy
6,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck:isStaticFieldHiddenFromAnonymousClass,1,2,0,2,1.25,0,4,4,0,0.9497146606445312,0.6388888888888888,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.whitespace.ParenPadCheck:isInTypecast,1,5,0,1,0.45454545454545453,2,4,11,2,0.14058807492256165,0.48104945060592164,0,0,0,0,0,0,0,0,1,0
6,com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyForIteratorPadCheck:getDefaultTokens,63,1,0,0,0.0,0,2,3,0,0.6604050993919373,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.indentation.NewHandlerTest:getPath,1285,0,0,1,0.0,0,3,3,0,0.5756898522377014,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheckTest:testNL3,0,5,0,0,0.0,0,3,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheckTest:testNL2,0,5,0,0,0.0,0,3,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.design.InputUtilityClassConstructor:foo,6,0,0,1,0.0,0,1,3,0,0.9522327184677124,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.DescendantTokenCheckTest:testReturnFromFinally,0,4,0,0,0.0,0,3,9,0,2.872213954105973E-4,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.grammars.java8.InputMethodReferences3:methodName,0,0,0,1,0.0,0,1,2,0,0.7592527270317078,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpCheckTest:testIgnoreCommentsMultiLine,0,4,0,0,0.0,0,4,9,0,0.00496671162545681,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck:checkParam,3,9,0,1,0.375,1,3,8,1,0.009796678088605404,0.34836650714580886,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.modifier.ModifierOrderCheckTest:getPath,1285,0,0,1,0.0,0,4,3,0,0.5188009738922119,0.0,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:setAllowMissingThrowsTags,0,0,0,1,1.25,0,2,4,0,0.9623607397079468,0.38892223413129867,0,0,0,0,0,0,0,0,0,0
6,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:isBlockStart,1,1,0,1,1.0,0,3,4,0,0.35107994079589844,0.16630614998521273,0,0,0,0,0,0,0,0,1,0
6,com.google.checkstyle.test.chapter4formatting.rule4841indentation.IndentationTest:correctTest,0,4,0,0,0.0,0,3,7,0,0.2188967913389206,0.0,0,0,0,0,0,0,0,0,0,0
