ID,method,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,longMethod,longParam,messageChains,featureEnvy
1,com.puppycrawl.tools.checkstyle.DefaultLogger:auditFinished,1,2,0,1,0.4,0,1,5,0,0.852479100227356,0.4082482904638631,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.MyModifierSet:getVisibilityScope,3,3,0,0,0.15384615384615385,3,3,13,3,0.24051184952259064,0.51604684654214,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.XMLLogger:isReference,1,6,0,1,0.09090909090909091,5,6,33,5,7.544659893028438E-4,0.29897403710077436,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.LineText:toString,5,2,0,0,0.5,0,2,4,0,0.997501015663147,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:isIgnoreBraces,1,0,0,0,0.5,0,3,4,0,0.9407088756561279,0.7071067811865475,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.DefaultLogger:fileStarted,1,0,0,1,0.6666666666666666,0,1,3,0,0.9952890276908875,0.2581988897471611,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckStyleTask:setAllowNoAuthor,1,1,0,1,0.5,0,1,4,0,0.9239358901977539,0.6405126152203486,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.InputBraces:testIf,1,2,0,0,0.08,9,3,25,3,0.00617891876026988,0.565685424949238,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.AuditListener:fileFinished,1,0,0,1,1.5,0,2,2,0,0.9992528557777405,0.7453559924999299,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.StringArrayReader:close,1,0,0,0,0.5,0,1,4,0,0.9958890676498413,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:Verifier,0,0,0,1,0.75,0,3,4,0,0.9845324754714966,0.492365963917331,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:getStaticFinalRegexp,1,0,0,0,0.5,0,2,4,0,0.9583626389503479,0.5,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:reportPackageName,0,0,0,1,0.75,0,1,4,0,0.9871436357498169,0.8498365855987976,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:isIgnoreWhitespace,4,0,0,0,0.5,0,3,4,0,0.8057882785797119,0.7071067811865475,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:checkImports,1,11,0,0,0.10526315789473684,5,6,19,5,2.7814522036351264E-4,0.1750350105035012,0,0,0,0,0,0,0,0,1,0
1,com.puppycrawl.tools.checkstyle.Configuration:getBooleanProperty,0,4,0,3,0.6,1,3,10,1,0.05612095817923546,0.1728729518208802,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.MethodSignature:getThrows,1,0,0,0,0.5,0,4,4,0,0.9901423454284668,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:setIgnoreWhitespace,2,0,0,1,0.5,0,2,4,0,0.9812561869621277,0.6666666666666666,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:reportNeedBraces,0,4,0,1,0.5714285714285714,1,4,7,1,0.5551896095275879,0.2752409412815901,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.StringArrayReader:dataAvailable,1,0,0,0,0.5,0,2,4,0,0.947617769241333,0.2886751345948129,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckerTest:testScopeAnonInnerAnonInner,0,5,0,0,0.0,0,3,8,0,0.007733466569334269,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.JavadocTag:getTag,6,0,0,0,0.5,0,2,4,0,0.9941356182098389,0.7071067811865475,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:reportCComment,0,3,0,4,0.8571428571428571,1,2,7,1,0.6907151937484741,0.5782091126474235,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckerTest:setUp,0,2,0,0,0.0,0,2,3,0,0.6307664513587952,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckerTest:testScopeInnerClassesPackage,0,5,0,0,0.0,0,3,8,0,0.006708052940666676,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.PropertyCacheFile:destroy,3,3,0,0,0.16666666666666666,1,3,12,1,0.5721127390861511,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:setIgnoreImports,1,0,0,1,0.5,0,1,4,0,0.9406940340995789,0.7895420339517227,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckerTest:createChecker,19,1,0,0,0.0,0,3,6,0,0.6584442853927612,0.0,0,0,0,0,0,0,0,0,0,0
