method,methodHistories,authors,stmtAdded,maxStmtAdded,avgStmtAdded,stmtDeleted,maxStmtDeleted,avgStmtDeleted,churn,maxChurn,avgChurn,decl,cond,elseAdded,elseDeleted,developers,ownership,entropy,buggy
com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateParentSection,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
com.sun.checkstyle.test.base.AbstractSunModuleTestSupport:findModuleCreationOption,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheckTest:testBlocksEndingWithSemiOptionSame,3,1,14.0,7.0,4.666666666666667,0.0,0.0,0.0,14.0,7.0,4.666666666666667,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
com.puppycrawl.tools.checkstyle.AuditEventDefaultFormatterTest:testCalculateBufferLength,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.checks.whitespace.ParenPadCheck:isInTypecast,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
com.puppycrawl.tools.checkstyle.checks.javadoc.javadocmethod.InputJavadocMethodExtraThrows:InputJavadocMethodExtraThrows,2,2,50.0,43.0,25.0,0.0,0.0,0.0,50.0,43.0,25.0,0.0,1.0,0.0,0.0,0.5,0.02,0.0,true
com.puppycrawl.tools.checkstyle.checks.OrderedPropertiesCheck:getKeyPattern,1,1,22.0,22.0,22.0,0.0,0.0,0.0,22.0,22.0,22.0,0.0,1.0,0.0,0.0,1.0,0.045454545454545456,0.0,true
com.puppycrawl.tools.checkstyle.xpath.XpathQueryGeneratorTest:testConstructorWithTreeWalkerAuditEvent,1,1,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,true
com.puppycrawl.tools.checkstyle.filters.SuppressWithPlainTextCommentFilterTest:testSuppressByCheckAndNonMatchingModuleId,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,true
com.puppycrawl.tools.checkstyle.checks.coding.noenumtrailingcomma.InputNoEnumTrailingComma:toString,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheckTest:testGetAcceptableTokens,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputMissingJavadocMethodsNotSkipWritten:InputMissingJavadocMethodsNotSkipWritten,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.api.LocalizedMessageTest:testCompareToWithDifferentLines,1,1,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,true
com.puppycrawl.tools.checkstyle.utils.TokenUtilTest:testForEachChild,2,2,12.0,10.0,6.0,0.0,0.0,0.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.5,0.08333333333333333,0.0,true
com.puppycrawl.tools.checkstyle.utils.JavadocUtilTest:testTagType,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
com.puppycrawl.tools.checkstyle.internal.powermock.CommonUtilPowerTest:testLoadSuppressionsUriSyntaxException,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocTagInfoTest:testOthers,3,2,16.0,8.0,5.333333333333333,0.0,0.0,0.0,16.0,8.0,5.333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.125,0.0,true
com.puppycrawl.tools.checkstyle.ConfigurationLoaderTest:testMissingConfigName,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
org.checkstyle.suppressionxpathfilter.XpathRegressionParenPadTest:testRightNotPreceded,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
com.puppycrawl.tools.checkstyle.internal.AllChecksTest:validateDefaultTokens,1,1,65.0,65.0,65.0,1.0,1.0,1.0,64.0,64.0,64.0,0.0,1.0,-1.0,-1.0,1.0,0.015384615384615385,0.030303030303030304,true
com.puppycrawl.tools.checkstyle.xpath.ElementNode:getFollowingSiblingsIterator,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,1.0,-1.0,-1.0,1.0,0.07692307692307693,0.0,true
com.puppycrawl.tools.checkstyle.utils.BlockCommentPosition:isOnPackage,1,1,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0625,0.0,true
