ID,method,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,longMethod,longParam,messageChains,featureEnvy
7,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck:isStaticFieldHiddenFromAnonymousClass,1,2,0,2,1.25,0,4,4,0,0.9497146606445312,0.6388888888888888,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.whitespace.ParenPadCheck:isInTypecast,1,5,0,1,0.45454545454545453,2,4,11,2,0.14058807492256165,0.48104945060592164,0,0,0,0,0,0,0,0,1,0
7,com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyForIteratorPadCheck:getDefaultTokens,77,1,0,0,0.0,0,2,3,0,0.6604050993919373,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.nofinalizer.InputNoFinalizerFallThrough:methodFallThruC2,0,0,0,3,0.0,6,4,16,1,0.35780471563339233,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.blocks.emptycatchblock.InputEmptyCatchBlockDefault:some1,0,0,0,0,0.0,0,3,7,0,0.8340967297554016,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.blocks.emptycatchblock.InputEmptyCatchBlockDefault:some2,0,0,0,0,0.0,0,3,7,0,0.8340967297554016,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.blocks.emptycatchblock.InputEmptyCatchBlockDefault:some3,0,0,0,0,0.0,0,3,7,0,0.8340967297554016,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.blocks.emptycatchblock.InputEmptyCatchBlockDefault:some4,0,0,0,0,0.0,0,3,7,0,0.8340967297554016,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.blocks.emptycatchblock.InputEmptyCatchBlockDefault:some5,0,0,0,0,0.0,0,3,7,0,0.8340967297554016,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.DescendantTokenCheckTest:testReturnFromFinally,0,4,0,0,0.0,0,3,9,0,2.872213954105973E-4,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.annotation.missingoverride.InputMissingOverrideGoodOverrideFromOther:doFoo,3,0,0,0,0.0,0,1,2,0,0.9422176480293274,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.blocks.rightcurly.InputRightCurlyAloneOrSingleline:finalize,0,1,0,0,0.0,0,1,3,0,0.7799542546272278,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.grammars.java8.InputMethodReferences3:methodName,0,0,0,1,0.0,0,1,2,0,0.7592527270317078,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBracesConditional:method,5,0,0,0,0.0,0,1,2,0,0.9308871030807495,1.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpCheckTest:testIgnoreCommentsMultiLine,0,4,0,0,0.0,0,4,9,0,0.00496671162545681,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheckTest:testMethodReferences,0,4,0,0,0.0,0,3,5,0,0.04429895430803299,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.LocalCache:newEntry,0,0,0,4,0.0,0,2,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.nofinalizer.InputNoFinalizerFallThrough:methodFallThruCC,0,0,0,3,0.0,7,4,20,1,0.2952025234699249,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck:checkParam,3,9,0,1,0.375,1,3,8,1,0.009796678088605404,0.34836650714580886,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.modifier.ModifierOrderCheckTest:getPath,1413,0,0,1,0.0,0,4,3,0,0.27001264691352844,0.0,0,0,0,0,0,0,0,0,1,0
7,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:setAllowMissingThrowsTags,0,0,0,1,1.25,0,2,4,0,0.9623607397079468,0.38892223413129867,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:isBlockStart,1,1,0,1,1.0,0,3,4,0,0.35107994079589844,0.16630614998521273,0,0,0,0,0,0,0,0,1,0
7,com.puppycrawl.tools.checkstyle.checks.UncommentedMainCheck:visitToken,28,5,0,1,0.0,3,4,15,0,0.06602054834365845,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:isAnonymousClassDef,2,2,0,1,0.8,0,4,5,0,0.9520484209060669,0.4509876168016973,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.imports.ImportControlLoader:endElement,1,2,0,3,0.0,1,2,5,1,0.08652278780937195,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.annotation.SuppressWarningsCheckTest:testCompactNoUncheckedUnused,0,5,0,0,0.2857142857142857,0,4,7,0,0.0,0.3164240097573177,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo42,0,0,0,1,0.0,0,1,3,0,0.5393673181533813,0.0,0,0,0,0,0,0,0,0,0,0
7,com.google.checkstyle.test.chapter3filestructure.rule332nolinewrap.InputLineLength:InputLineLength,0,0,0,0,0.6666666666666666,0,1,3,0,0.9496513605117798,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo43,0,0,0,1,0.0,0,1,3,0,0.7910870909690857,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo40,0,0,0,0,0.0,0,2,8,0,0.6944995522499084,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo41,0,0,0,1,0.0,0,1,3,0,0.7480794787406921,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpCheckTest:getPath,1413,0,0,1,0.0,0,3,3,0,0.5265551209449768,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.naming.methodtypeparametername.InputMethodTypeParameterName:foo,11,0,0,1,0.0,0,1,2,0,0.7174416780471802,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.design.MutableExceptionCheck:isExtendedClassNamedAsException,1,5,0,1,0.2857142857142857,2,5,14,2,0.07704679667949677,0.4108907018066591,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo48,0,0,0,1,0.0,0,1,3,0,0.8962525725364685,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo49,0,0,0,1,0.0,1,4,18,1,0.22889360785484314,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo46,0,1,0,1,0.0,1,2,7,1,0.014860729686915874,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:testInvalidTryWithChecker,0,5,0,0,0.0,0,6,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo47,0,0,0,1,0.0,0,1,3,0,0.9047152400016785,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo44,0,0,0,1,0.0,0,1,3,0,0.5393673181533813,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisValidateOnlyOverlappingTrue:foo45,0,4,0,0,0.0,3,4,13,3,0.007046457380056381,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentation15Extensions:toString,208,0,0,0,0.0,0,2,3,0,0.917337954044342,1.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.indentation.NewHandler:NewHandler,0,0,0,3,1.5,0,1,4,0,0.08169068396091461,0.6595999864041637,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.coding.variabledeclarationusagedistance.InputVariableDeclarationUsageDistance:testForCycle,0,1,0,0,0.0,2,2,11,2,0.09913964569568634,0.0,0,0,0,0,0,0,0,0,0,0
7,com.puppycrawl.tools.checkstyle.checks.naming.staticvariablename.InputStaticVariableName1:InputStaticVariableName1,0,0,0,0,0.6666666666666666,0,1,3,0,0.45103222131729126,0.0,0,0,0,0,0,0,0,0,0,0
