ID,method,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,featureEnvy,longParam,messageChains,longMethod,methodHistories,authors,stmtAdded,maxStmtAdded,avgStmtAdded,stmtDeleted,maxStmtDeleted,avgStmtDeleted,churn,maxChurn,avgChurn,decl,cond,elseAdded,elseDeleted,developers,ownership,entropy,buggy
11,com.puppycrawl.tools.checkstyle.checks.metrics.BooleanExpressionComplexityCheckTest:testBooleanExpressionComplexityRecordsAndCompactCtors,0,5,0,0,0.0,0,3,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
11,com.puppycrawl.tools.checkstyle.checks.metrics.cyclomaticcomplexity.InputCyclomaticComplexityRecords:MyMethodRecord,0,0,0,1,0.0,0,1,2,0,0.9113415479660034,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
11,com.puppycrawl.tools.checkstyle.internal.AllChecksTest:validateDefaultTokens,1,11,0,3,0.0,2,4,10,1,2.501769922673702E-4,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
11,com.puppycrawl.tools.checkstyle.ant.CheckstyleAntTaskTest:testSetClasspathRef1,0,8,0,0,0.125,0,2,16,0,0.008992043323814869,0.13389655280323554,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,true
11,com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheckTest:testSameDoesNotComplainForNonMultilineConstructs,0,5,0,0,0.0,0,3,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
11,com.puppycrawl.tools.checkstyle.checks.sizes.recordcomponentnumber.InputRecordComponentNumberMax20:MyPrivateRecord1,0,0,0,0,0.0,0,1,2,0,0.8504710793495178,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
11,com.puppycrawl.tools.checkstyle.checks.sizes.recordcomponentnumber.InputRecordComponentNumberMax20:MyPrivateRecord2,0,0,0,2,0.0,0,1,2,0,0.3595001995563507,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
11,com.puppycrawl.tools.checkstyle.checks.javadoc.atclauseorder.InputAtclauseOrderLotsOfRecords:Polar,0,0,0,2,1.3333333333333333,0,2,3,0,0.982908308506012,0.18257418583505536,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
11,com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationLocationCheckTest:testAnnotationParameterized,0,5,0,0,0.0,0,3,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
11,com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck:checkTrailingComma,1,5,0,1,0.21052631578947367,5,4,19,5,0.031091233715415,0.37440353071835136,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
