ID,method,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,featureEnvy,longParam,messageChains,longMethod,methodHistories,authors,stmtAdded,maxStmtAdded,avgStmtAdded,stmtDeleted,maxStmtDeleted,avgStmtDeleted,churn,maxChurn,avgChurn,decl,cond,elseAdded,elseDeleted,developers,ownership,entropy,buggy
10,com.puppycrawl.tools.checkstyle.checks.whitespace.ParenPadCheck:isInTypecast,1,5,0,1,0.45454545454545453,2,4,11,2,0.09308459609746933,0.5128812124138864,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.OrderedPropertiesCheck:getKeyPattern,2,4,0,1,0.8,0,3,5,0,0.9118784666061401,0.6061426456557821,0,0,0,0,0,0,0,0,1,0,1,1,22.0,22.0,22.0,0.0,0.0,0.0,22.0,22.0,22.0,0.0,1.0,0.0,0.0,1.0,0.045454545454545456,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.coding.noenumtrailingcomma.InputNoEnumTrailingComma:toString,292,0,0,0,0.0,0,2,3,0,0.917337954044342,1.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.SuppressWithPlainTextCommentFilterTest:testSuppressByCheckAndNonMatchingModuleId,0,5,0,0,0.0,0,4,16,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,true
10,com.puppycrawl.tools.checkstyle.internal.AllChecksTest:validateDefaultTokens,1,7,0,3,0.0,2,4,8,1,0.0024786877911537886,0.0,0,0,0,0,0,0,0,0,0,0,1,1,65.0,65.0,65.0,1.0,1.0,1.0,64.0,64.0,64.0,0.0,1.0,-1.0,-1.0,1.0,0.015384615384615385,0.030303030303030304,true
10,com.puppycrawl.tools.checkstyle.xpath.ElementNode:getFollowingSiblingsIterator,1,4,0,0,0.23076923076923078,1,4,13,1,0.3383418917655945,0.6499336836196816,0,0,0,0,0,0,0,0,0,0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,1.0,-1.0,-1.0,1.0,0.07692307692307693,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessarySemicolonInTryWithResourcesCheckTest:getPackageLocation,12,0,0,0,0.0,0,2,3,0,0.9941428303718567,0.0,0,0,0,0,0,0,0,0,0,0,1,1,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,true
10,org.checkstyle.suppressionxpathfilter.XpathRegressionAbbreviationAsWordInNameTest:testEnum,0,5,0,0,0.0,0,3,7,0,0.06033999100327492,0.0,0,0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.CsvFilterElementTest:testDecideRangePlusValue,0,3,0,0,0.0,0,1,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,11.0,11.0,11.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,true
10,com.puppycrawl.tools.checkstyle.ant.CheckstyleAntTaskTest:testSetClasspathRef1,0,8,0,0,0.125,0,2,16,0,0.009033099748194218,0.13389655280323554,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheckTest:testSameDoesNotComplainForNonMultilineConstructs,0,5,0,0,0.0,0,3,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,7.0,7.0,3.5,0.0,0.0,0.0,7.0,7.0,3.5,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.XpathFilterElementTest:testNonMatchingFileNameModuleIdAndCheck,0,3,0,0,0.0,0,2,6,0,0.0045813582837581635,0.0,0,0,0,0,0,0,0,0,0,0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.imports.ImportControlLoader:loadUri,0,3,0,1,0.38461538461538464,0,6,13,0,0.15955233573913574,0.4682294206974542,0,0,0,0,0,0,0,0,0,0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.SuppressionSingleFilterTest:testNotMatchingMessage,0,4,0,0,0.0,0,3,5,0,0.020673977211117744,0.0,0,0,0,0,0,0,0,0,0,0,1,1,12.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,1.0,0.0,0.0,1.0,0.08333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.MainTest:testXmlOutputFormatCreateListener,0,2,0,0,0.0,0,1,5,0,0.05909425765275955,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessarySemicolonAfterTypeMemberDeclarationCheck:checkTypeMember,1,3,0,1,0.5,1,2,6,1,0.666924774646759,0.441261304060914,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.SuppressFilterElementTest:testDecideLocalizedMessage,0,3,0,0,0.0,0,1,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,15.0,15.0,15.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocTagInfoTest:testParam,0,5,0,0,0.0,3,3,10,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,2,16.0,8.0,5.333333333333333,0.0,0.0,0.0,16.0,8.0,5.333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.125,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.coding.AvoidNoArgumentSuperConstructorCallCheck:visitToken,32,5,0,1,0.0,1,3,5,1,0.027261914685368538,0.0,0,0,0,0,0,0,0,0,1,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputMissingJavadocMethodMissingJavadocTags:missingReturn,0,0,0,1,1.0,0,3,4,0,0.976406455039978,0.7715167498104595,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.coding.unnecessarysemicoloninenumeration.InputUnnecessarySemicolonInEnumeration:SemiNextLine,0,0,0,0,0.0,0,1,2,0,0.6220845580101013,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
10,com.puppycrawl.tools.checkstyle.internal.AllChecksTest:testAllModulesHaveMultiThreadAnnotation,0,8,0,0,0.0,2,4,8,2,2.4351767206098884E-4,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.JavadocDetailNodeParser:insertChildrenNodes,1,3,0,2,0.4444444444444444,1,2,9,1,0.12807323038578033,0.7441499993094781,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
10,com.puppycrawl.tools.checkstyle.utils.JavadocUtilTest:assertTag,5,5,0,3,0.0,0,1,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
10,com.puppycrawl.tools.checkstyle.utils.AnnotationUtilTest:testAnnotationEmpty,0,4,0,0,0.0,0,2,9,0,0.2132982760667801,0.0,0,0,0,0,0,0,0,0,0,0,2,2,23.0,15.0,11.5,0.0,0.0,0.0,23.0,15.0,11.5,0.0,0.0,0.0,0.0,0.5,0.043478260869565216,0.0,true
10,com.puppycrawl.tools.checkstyle.PropertyCacheFile:PropertyCacheFile,0,0,0,2,0.45454545454545453,2,3,11,2,0.48456570506095886,0.6651855631252347,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.utils.InlineTagUtilTest:testBadInputExtractInlineTagsLineFeed,0,5,0,0,0.0,0,2,9,0,0.29351305961608887,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.XpathFilterElementTest:testNullModuleIdAndNonMatchingChecks,0,3,0,0,0.0,0,2,6,0,0.005635046400129795,0.0,0,0,0,0,0,0,0,0,0,0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.SuppressWithNearbyCommentFilter:setCheckCPP,0,0,0,1,0.75,0,2,4,0,0.9854618906974792,0.49236596391733095,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.AbstractXmlTestSupport:verifyXmlNode,2,8,0,4,0.0,2,3,15,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.MissingJavadocMethodCheck:setScope,1,0,0,1,0.75,0,2,4,0,0.9709523916244507,0.7354355067681901,0,0,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.metrics.JavaNCSSCheckTest:testGetAcceptableTokens,0,3,0,0,0.0,0,1,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
10,com.puppycrawl.tools.checkstyle.DetailAstImplTest:testHasChildren,0,6,0,0,0.0,0,1,7,0,0.13164390623569489,0.0,0,0,0,0,0,0,0,0,0,0,2,1,8.0,8.0,4.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,true
10,com.puppycrawl.tools.checkstyle.utils.FilterUtilTest:testExistingFile,0,4,0,0,0.0,0,2,4,0,0.013284453190863132,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheckTest:testGetAcceptableTokens,0,2,0,0,0.0,0,1,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,2,1.0,1.0,0.3333333333333333,4.0,4.0,1.3333333333333333,-3.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.8,true
10,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheck:setCaseIndent,0,0,0,1,0.75,0,3,4,0,0.9843453764915466,0.20100756305184242,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
10,org.checkstyle.suppressionxpathfilter.XpathRegressionAbbreviationAsWordInNameTest:testAnnotation,0,5,0,0,0.0,0,3,7,0,0.09143771231174469,0.0,0,0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
10,com.puppycrawl.tools.checkstyle.gui.MainFrameModelTest:testOpenFileNullParameter2,0,8,0,0,0.0,0,2,7,0,0.0014145422028377652,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.AstTreeStringPrinterTest:testIsProperUtilsClass,0,2,0,0,0.0,0,2,3,0,0.2557070255279541,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
10,com.puppycrawl.tools.checkstyle.filters.XpathFilterElementTest:testIncorrectQuery,0,4,0,0,0.0,0,2,10,0,0.0422624908387661,0.0,0,0,0,0,0,0,0,0,0,0,2,2,22.0,13.0,11.0,0.0,0.0,0.0,22.0,13.0,11.0,0.0,0.0,0.0,0.0,0.5,0.045454545454545456,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheckTest:testTokensNotNull,0,4,0,0,0.0,0,1,6,0,0.029801012948155403,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.HtmlTag:getPosition,5,0,0,0,1.0,0,3,4,0,0.978899359703064,0.2886751345948129,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.OrderedPropertiesCheckTest:testLineNumberRepeatingPreviousKey,0,4,0,0,0.0,0,3,5,0,0.08678184449672699,0.0,0,0,0,0,0,0,0,0,0,0,1,1,15.0,15.0,15.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputJavadocMethodTags1:method7,0,0,0,0,0.6666666666666666,0,2,3,0,0.9472832679748535,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3.0,3.0,1.5,0.0,0.0,0.0,3.0,3.0,1.5,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputJavadocMethodTags1:method6,0,0,0,0,1.0,0,2,3,0,0.995576798915863,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputJavadocMethodTags1:method9,0,0,0,1,1.0,0,1,3,0,0.9973965287208557,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputJavadocMethodTags1:method8,0,0,0,1,0.6666666666666666,0,1,3,0,0.9973965287208557,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
10,com.puppycrawl.tools.checkstyle.utils.CommonUtilTest:testIsNameEmptyLastPart,0,2,0,0,0.0,0,2,3,0,0.09497328102588654,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,true
10,com.puppycrawl.tools.checkstyle.MainTest:testPrintFullTreeOption,0,7,0,2,0.0,0,2,6,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:verifyWarns,77,5,0,3,0.0,0,3,6,0,1.3700446288567036E-4,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpOnFilenameCheck:setMatch,0,0,0,1,1.0,0,3,4,0,0.9737122654914856,0.47213368521878024,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.XMLLoggerTest:testFileStarted,0,6,0,0,0.0,0,3,9,0,0.00860604364424944,0.0,0,0,0,0,0,0,0,0,0,0,1,1,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,true
10,org.checkstyle.suppressionxpathfilter.XpathRegressionAbbreviationAsWordInNameTest:testVariable,0,5,0,0,0.0,0,3,7,0,0.09991105645895004,0.0,0,0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,true
10,com.puppycrawl.tools.checkstyle.api.AutomaticBeanTest:testConfigureNoSuchAttribute2,0,7,0,0,0.0,0,2,13,0,0.03577771410346031,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.TranslationCheck:checkExistenceOfDefaultTranslation,1,0,0,1,1.0,0,1,3,0,0.9652588367462158,0.8111071056538125,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2.0,2.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,true
10,com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputJavadocMethodTags1:method3,1,0,0,0,0.5,0,2,4,0,0.9831944704055786,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,true
