test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
222,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_modInverseMP2_0_basic.dot,7,8,Constant,8.,8.
223,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_mul_0_basic.dot,6,10,Polynomial,2.*n,15. + (-1.)^(1. + n) + 2.*n
224,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_mulsub_0_basic.dot,3,3,Exponential,4.18*2.^(0.25*n),1. + 4.18*2.^(0.25*n)
225,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_mulsubBorrow_0_basic.dot,3,3,Exponential,4.18*2.^(0.25*n),1. + 4.18*2.^(0.25*n)
226,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_mulsubLong_0_basic.dot,3,4,Constant,4.,4.
227,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_multiply_0_basic.dot,5,12,Exponential,12.98*1.62^(0.5*n),2. + 0.07*0.62^(0.5*n) + 12.98*1.62^(0.5*n)
228,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_mutableModInverse_0_basic.dot,4,4,Constant,4.,4.
229,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_normalize_0_basic.dot,6,8,Polynomial,2.*n,12. + 2.*n
230,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_primitiveLeftShift_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
231,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_primitiveRightShift_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
232,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_reset_0_basic.dot,1,1,Constant,1.,1.
233,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_rightShift_0_basic.dot,4,4,Constant,4.,4.
234,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_setInt_0_basic.dot,1,1,Constant,1.,1.
235,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_setValue_0_basic.dot,1,1,Constant,1.,1.
236,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_subtract_0_basic.dot,6,17,Polynomial,0.5*n^2.,22. + 6.5*n + 0.5*n^2.
237,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_toBigDecimal_0_basic.dot,8,12,Constant,12.,12.
238,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_toBigInteger_0_basic.dot,3,3,Constant,3.,3.
239,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_toCompactValue_0_basic.dot,8,12,Constant,12.,12.
240,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_toIntArray_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
241,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_toLong_0_basic.dot,5,7,Constant,7.,7.
242,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_toString_0_basic.dot,1,1,Constant,1.,1.
243,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_math_MutableBigInteger_unsignedLongCompare_0_basic.dot,2,2,Constant,2.,2.
244,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_addAffixes_0_basic.dot,3,4,Constant,4.,4.
245,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_adjustForCurrencyDefaultFractionDigits_0_basic.dot,6,12,Constant,12.,12.
246,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_append_0_basic.dot,4,4,Exponential,2.92*1.22^n,0. + 0.02*0.72^n + 0.45*1.06^n + 2.92*1.22^n
247,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_appendAffix_0_basic.dot,25,320,Exponential,11144.41*1.22^n,0. + 7.98*1.06^n + 11144.41*1.22^n
248,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_appendSuffix_0_basic.dot,5,6,Constant,6.,6.
249,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_applyLocalizedPattern_0_basic.dot,1,1,Constant,1.,1.
250,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_applyPattern_0_basic.dot,76,Timeout,Exponential,7.146242262552501*^25*1.58^n,7.465039236277855*^20 + 1.4279724607371574*^18*0.71^n + 2.428496151063765*^17*0.9400000000000001^n + 1.7904339791844973*^17*1.01^n + 4.847258610492831*^16*1.08^n + 9.614922985671523*^16*1.1300000000000001^n + 8.842231901360932*^15*1.1500000000000001^n + 6.195680830787784*^15*1.17^n + 9.96816291821053*^15*1.18^n + 4.983538428701565*^15*1.19^n + 3.6441704147447195*^15*1.21^n + 1.0664878884216972*^16*1.24^n + 3.007072905418212*^15*1.25^n + 1.8297190889700052*^15*1.27^n + 1.2007492026054158*^15*1.28^n + 1.3956495393693725*^15*1.29^n + 7.146242262552501*^25*1.58^n
251,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_checkAndSetFastPathStatus_0_basic.dot,25,3942,Constant,3942.,3942.
252,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_<clinit>_0_basic.dot,2,2,Constant,2.,2.
253,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_clone_0_basic.dot,2,2,Constant,2.,2.
254,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_collectFractionalDigits_0_basic.dot,5,5,Constant,5.,5.
255,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_collectIntegralDigits_0_basic.dot,4,6,Polynomial,1.5*n,5. + 1.5*n
256,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_equals_0_basic.dot,32,1782,Constant,1782.,1782.
257,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_exactRoundUp_0_basic.dot,11,78,Constant,78.,78.
258,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_expandAffix_0_basic.dot,14,46,Exponential,5195.68*1.57^n,0.1 + 0.72*1.07^n + 58.6*1.28^n + 107.91*1.33^n + 5195.68*1.57^n
259,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_expandAffixes_0_basic.dot,5,16,Constant,16.,16.
260,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_fastDoubleFormat_0_basic.dot,9,56,Constant,56.,56.
261,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_fastFormat_0_basic.dot,8,20,Constant,20.,20.
262,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_format_0_basic.dot,8,49,Constant,49.,49.
263,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_formatToCharacterIterator_0_basic.dot,12,12,Constant,12.,12.
264,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getBigDecimalMultiplier_0_basic.dot,2,2,Constant,2.,2.
265,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getBigIntegerMultiplier_0_basic.dot,2,2,Constant,2.,2.
266,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getCurrency_0_basic.dot,1,1,Constant,1.,1.
267,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getDecimalFormatSymbols_0_basic.dot,2,2,Constant,2.,2.
268,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getGroupingSize_0_basic.dot,1,1,Constant,1.,1.
269,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getMaximumFractionDigits_0_basic.dot,1,1,Constant,1.,1.
270,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getMaximumIntegerDigits_0_basic.dot,1,1,Constant,1.,1.
271,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getMinimumFractionDigits_0_basic.dot,1,1,Constant,1.,1.
272,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getMinimumIntegerDigits_0_basic.dot,1,1,Constant,1.,1.
273,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getMultiplier_0_basic.dot,1,1,Constant,1.,1.
274,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getNegativePrefix_0_basic.dot,1,1,Constant,1.,1.
275,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getNegativePrefixFieldPositions_0_basic.dot,3,3,Constant,3.,3.
276,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getNegativeSuffix_0_basic.dot,1,1,Constant,1.,1.
277,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getNegativeSuffixFieldPositions_0_basic.dot,3,3,Constant,3.,3.
278,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getPositivePrefix_0_basic.dot,1,1,Constant,1.,1.
279,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getPositivePrefixFieldPositions_0_basic.dot,3,3,Constant,3.,3.
280,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getPositiveSuffix_0_basic.dot,1,1,Constant,1.,1.
281,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getPositiveSuffixFieldPositions_0_basic.dot,3,3,Constant,3.,3.
282,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_getRoundingMode_0_basic.dot,1,1,Constant,1.,1.
283,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_hashCode_0_basic.dot,1,1,Constant,1.,1.
284,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_<init>_0_basic.dot,1,1,Constant,1.,1.
285,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_isDecimalSeparatorAlwaysShown_0_basic.dot,1,1,Constant,1.,1.
286,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_isParseBigDecimal_0_basic.dot,1,1,Constant,1.,1.
287,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_localizeDigits_0_basic.dot,4,6,Exponential,8.120000000000001*2.^(0.25*n),2. + 8.120000000000001*2.^(0.25*n)
288,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_parse_0_basic.dot,27,591,Constant,591.,591.
289,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_prependPrefix_0_basic.dot,5,6,Constant,6.,6.
290,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_readObject_0_basic.dot,6,12,Constant,12.,12.
291,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setCurrency_0_basic.dot,3,3,Constant,3.,3.
292,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setDecimalFormatSymbols_0_basic.dot,2,2,Constant,2.,2.
293,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setDecimalSeparatorAlwaysShown_0_basic.dot,1,1,Constant,1.,1.
294,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setGroupingSize_0_basic.dot,1,1,Constant,1.,1.
295,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setGroupingUsed_0_basic.dot,1,1,Constant,1.,1.
296,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setMaximumFractionDigits_0_basic.dot,4,6,Constant,6.,6.
297,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setMaximumIntegerDigits_0_basic.dot,4,6,Constant,6.,6.
298,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setMinimumFractionDigits_0_basic.dot,4,6,Constant,6.,6.
299,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setMinimumIntegerDigits_0_basic.dot,4,6,Constant,6.,6.
300,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setMultiplier_0_basic.dot,1,1,Constant,1.,1.
301,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setNegativePrefix_0_basic.dot,1,1,Constant,1.,1.
302,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setNegativeSuffix_0_basic.dot,1,1,Constant,1.,1.
303,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setParseBigDecimal_0_basic.dot,1,1,Constant,1.,1.
304,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setPositivePrefix_0_basic.dot,1,1,Constant,1.,1.
305,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setPositiveSuffix_0_basic.dot,1,1,Constant,1.,1.
306,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_setRoundingMode_0_basic.dot,2,2,Constant,2.,2.
307,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_subformat_0_basic.dot,52,Timeout,Exponential,1.492929991450648*^17*1.45^n,3.55797293*^6 + 1.28941873*^6*0.8300000000000001^n + 38538.37*0.89^n + 251879.86000000002*0.9^n + 33969.5*0.96^n + 130668.23*0.97^n + 60414.850000000006*1.09^n + 69308.94*1.17^n + 2.04400942668*^9*1.2^n + 3.91673686251*^9*1.25^n + 1.7510637160845*^11*1.26^n + 6.36160276729511*^13*1.29^n + 2.5045321240533394*^14*1.35^n + 1.492929991450648*^17*1.45^n + 3.0792020215391003*^11*2.^(0.25*n) + 72375.92*n
308,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_subparse_0_basic.dot,46,Timeout,Exponential,1.097729208338955*^13*1.41^n,312271.55 + 2.5*0.5^n + 1.35*0.71^n + 0.75*0.77^n + 530261.53*1.07^n + 0.37*1.09^n + 11346.35*1.17^n + 1.11863561729*^9*1.29^n + 8.900727998*^7*1.3^n + 1.097729208338955*^13*1.41^n
309,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_toLocalizedPattern_0_basic.dot,1,1,Constant,1.,1.
310,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat_toPattern_0_basic.dot,35,Timeout,Exponential,1.9823351480223*^11*1.51^n,0.23 + 13.870000000000001*0.58^n + 11.92*0.64^n + 1.95*0.7000000000000001^n + 1.74*1.04^n + 7.22*1.09^n + 335.05*1.11^n + 42.67*1.12^n + 16126.49*1.2^n + 26787.68*1.21^n + 81111.09*1.24^n + 512741.60000000003*1.27^n + 3.7965443200000003*^6*1.31^n + 4.67323336*^6*1.32^n + 2.1070773070000002*^8*1.33^n + 1.4534078790000001*^7*1.35^n + 1.9823351480223*^11*1.51^n
311,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat$DigitArrays_<clinit>_0_basic.dot,6,13,Exponential,12.52*1.3800000000000001^n,0.09 + 0.13*1.02^n + 0.37*1.11^n + 0.72*1.17^n + 4.73*1.3^n + 12.52*1.3800000000000001^n
312,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat$DigitArrays_<init>_0_basic.dot,1,1,Constant,1.,1.
313,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DecimalFormat$FastPathData_<init>_0_basic.dot,1,1,Constant,1.,1.
314,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_append_0_basic.dot,2,2,Constant,2.,2.
315,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_clear_0_basic.dot,1,1,Constant,1.,1.
316,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_<clinit>_0_basic.dot,2,2,Constant,2.,2.
317,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_clone_0_basic.dot,2,2,Constant,2.,2.
318,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_equals_0_basic.dot,7,7,Polynomial,0.67*n,9.38 + 0.67*n
319,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_extendDigits_0_basic.dot,2,2,Constant,2.,2.
320,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_fitsIntoLong_0_basic.dot,14,42,Polynomial,0.42*n^2.,268.55 + 21.080000000000002*n + 0.42*n^2.
321,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_getBigDecimal_0_basic.dot,4,4,Constant,4.,4.
322,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_getDataChars_0_basic.dot,3,3,Constant,3.,3.
323,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_getDouble_0_basic.dot,2,2,Constant,2.,2.
324,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_getLong_0_basic.dot,4,4,Polynomial,0.5*n,4. + 0.5*n
325,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_getStringBuffer_0_basic.dot,2,2,Constant,2.,2.
326,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_hashCode_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
327,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_<init>_0_basic.dot,1,1,Constant,1.,1.
328,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_isLongMIN_VALUE_0_basic.dot,5,5,Polynomial,0.67*n,6.05 + 0.67*n
329,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_isZero_0_basic.dot,3,3,Polynomial,0.67*n,3.38 + 0.67*n
330,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_parseInt_0_basic.dot,7,24,Polynomial,4.5*n,34.08 + 4.5*n
331,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_round_0_basic.dot,8,14,Polynomial,0.33*n^2.,20.03 + 4.67*n + 0.33*n^2.
332,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_set_0_basic.dot,4,6,Polynomial,1.33*n,5.71 + 1.33*n
333,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_setRoundingMode_0_basic.dot,1,1,Constant,1.,1.
334,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_shouldRoundUp_0_basic.dot,39,39,Polynomial,0.,308.91 + 4.33*n
335,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList_toString_0_basic.dot,2,2,Constant,2.,2.
336,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_DigitList$1_<clinit>_0_basic.dot,9,9,Constant,9.,9.
337,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_<clinit>_0_basic.dot,1,1,Constant,1.,1.
338,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_clone_0_basic.dot,1,1,Constant,1.,1.
339,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_equals_0_basic.dot,10,10,Constant,10.,10.
340,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_fastFormat_0_basic.dot,1,1,Constant,1.,1.
341,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_format_0_basic.dot,1,1,Constant,1.,1.
342,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getAvailableLocales_0_basic.dot,1,1,Constant,1.,1.
343,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getCurrency_0_basic.dot,1,1,Constant,1.,1.
344,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getCurrencyInstance_0_basic.dot,1,1,Constant,1.,1.
345,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getInstance_0_basic.dot,7,25,Constant,25.,25.
346,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getIntegerInstance_0_basic.dot,1,1,Constant,1.,1.
347,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getMaximumFractionDigits_0_basic.dot,1,1,Constant,1.,1.
348,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getMaximumIntegerDigits_0_basic.dot,1,1,Constant,1.,1.
349,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getMinimumFractionDigits_0_basic.dot,1,1,Constant,1.,1.
350,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getMinimumIntegerDigits_0_basic.dot,1,1,Constant,1.,1.
351,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getNumberInstance_0_basic.dot,1,1,Constant,1.,1.
352,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getPercentInstance_0_basic.dot,1,1,Constant,1.,1.
353,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getRoundingMode_0_basic.dot,1,1,Constant,1.,1.
354,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_getScientificInstance_0_basic.dot,1,1,Constant,1.,1.
355,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_hashCode_0_basic.dot,1,1,Constant,1.,1.
356,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_<init>_0_basic.dot,1,1,Constant,1.,1.
357,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_isGroupingUsed_0_basic.dot,1,1,Constant,1.,1.
358,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_isParseIntegerOnly_0_basic.dot,1,1,Constant,1.,1.
359,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_parse_0_basic.dot,2,2,Constant,2.,2.
360,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_parseObject_0_basic.dot,1,1,Constant,1.,1.
361,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_readObject_0_basic.dot,6,10,Constant,10.,10.
362,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setCurrency_0_basic.dot,1,1,Constant,1.,1.
363,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setGroupingUsed_0_basic.dot,1,1,Constant,1.,1.
364,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setMaximumFractionDigits_0_basic.dot,2,2,Constant,2.,2.
365,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setMaximumIntegerDigits_0_basic.dot,2,2,Constant,2.,2.
366,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setMinimumFractionDigits_0_basic.dot,2,2,Constant,2.,2.
367,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setMinimumIntegerDigits_0_basic.dot,2,2,Constant,2.,2.
368,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setParseIntegerOnly_0_basic.dot,1,1,Constant,1.,1.
369,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_setRoundingMode_0_basic.dot,1,1,Constant,1.,1.
370,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat_writeObject_0_basic.dot,5,16,Constant,16.,16.
371,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat$Field_<clinit>_0_basic.dot,1,1,Constant,1.,1.
372,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat$Field_<init>_0_basic.dot,2,2,Constant,2.,2.
373,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat$Field_readResolve_0_basic.dot,3,3,Constant,3.,3.
374,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat$NumberFormatGetter_access$000_0_basic.dot,1,1,Constant,1.,1.
375,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat$NumberFormatGetter_<clinit>_0_basic.dot,2,2,Constant,2.,2.
376,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat$NumberFormatGetter_getObject_0_basic.dot,1,1,Constant,1.,1.
377,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_text_NumberFormat$NumberFormatGetter_<init>_0_basic.dot,1,1,Constant,1.,1.
378,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_addEntry_0_basic.dot,2,2,Constant,2.,2.
379,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_capacity_0_basic.dot,1,1,Constant,1.,1.
380,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_clear_0_basic.dot,2,2,Constant,2.,2.
381,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_clone_0_basic.dot,3,4,Constant,4.,4.
382,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_containsKey_0_basic.dot,2,2,Constant,2.,2.
383,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_containsNullValue_0_basic.dot,4,4,Exponential,5.3*1.22^n,1. + 0.01*0.72^n + 0.54*1.06^n + 5.3*1.22^n
384,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_containsValue_0_basic.dot,5,5,Exponential,6.48*1.22^n,0. + 0.01*0.72^n + 0.5700000000000001*1.06^n + 6.48*1.22^n
385,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_createEntry_0_basic.dot,1,1,Constant,1.,1.
386,/home/fse/PathComplexity/cfgs/java_cfgs/alt-rt/java_util_HashMap_entrySet0_0_basic.dot,2,2,Constant,2.,2.
