,graph_name,apc,cyclo,npath
35,com.puppycrawl.tools.checkstyle.internal.XdocsJavaDocsTest:examineCheckSubSection,"(95.0000000000000, 95.0000000000000)",23.0,95
36,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:canBeReferencedFromStaticContext,"('1.2207**n', '22.6703*0.7245**n + 0.6123*1.0633**n + 4.9639*1.2207**n + 42.0005')",11.0,84
37,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationForWithoutCurly:test,"('1.272**n', '0.0004*0.7862**n + 2.9403*1.272**n + 0.0005*n**8 + 0.0237*n**7 + 0.5561*n**6 + 5.2074*n**5 + 0.7413*n**4 + 0.0586*n**3 + 0.0034*n**2 + 0.0002*n + 0.0075')",13.0,3072
38,com.puppycrawl.tools.checkstyle.Main:main,"(24.0000000000000, 24.0000000000000)",14.0,24
39,com.puppycrawl.tools.checkstyle.checks.naming.localvariablename.InputLocalVariableNameOneCharInitVarName:fooMethod,"(n**6, '0.0002*n**6 + 0.0033*n**5 + 0.0292*n**4 + 0.1254*n**3 + 0.1572*n**2 + 0.0273*n + 0.0029')",9.0,256
40,com.puppycrawl.tools.checkstyle.checks.naming.AbstractAccessControlNameCheck:shouldCheckInScope,"(496.000000000000, 496.000000000000)",14.0,496
41,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateRuleNameOrder,"('1.1892**n', '8.988*1.1892**n + 13.952')",11.0,41
42,com.puppycrawl.tools.checkstyle.checks.blocks.leftcurly.InputLeftCurlyLineBreakAfter:foo,"(n**4, '0.0625*n**4 + 2.2917*n**3 + 32.0*n**2 + 201.8333*n + 487.0')",12.0,98
43,com.puppycrawl.tools.checkstyle.checks.blocks.rightcurly.InputRightCurlyLineBreakBefore:foo,"(n**4, '0.0625*n**4 + 2.2917*n**3 + 32.0*n**2 + 201.8333*n + 487.0')",12.0,98
44,com.google.checkstyle.test.chapter5naming.rule527localvariablenames.InputLocalVariableNameOneCharVarName:fooMethod,"(0, 0)",13.0,4096
45,com.puppycrawl.tools.checkstyle.checks.whitespace.emptyforinitializerpad.InputEmptyForInitializerPad:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
46,com.puppycrawl.tools.checkstyle.checks.whitespace.emptyforiteratorpad.InputEmptyForIteratorPad:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
47,com.puppycrawl.tools.checkstyle.Main:runCli,"(20.0000000000000, 20.0000000000000)",10.0,20
48,com.puppycrawl.tools.checkstyle.checks.ArrayTypeStyleCheck:visitToken,"(164.000000000000, 164.000000000000)",12.0,164
49,com.puppycrawl.tools.checkstyle.checks.whitespace.parenpad.InputParenPadForWhitespace:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
50,com.puppycrawl.tools.checkstyle.checks.imports.ImportOrderCheck:isWrongOrder,"(9.00000000000000, 9.00000000000000)",9.0,9
51,com.puppycrawl.tools.checkstyle.checks.imports.ImportOrderCheck:visitToken,"(28.0000000000000, 28.0000000000000)",11.0,28
52,com.puppycrawl.tools.checkstyle.checks.header.RegexpHeaderCheck:processFiltered,"('1.3338**n', '467.3772*0.5327**n + 1.5218*0.9273**n + 0.0634*1.1005**n + 0.2138*1.1624**n + 0.2149*1.3338**n + 1.666')",11.0,35
53,com.puppycrawl.tools.checkstyle.grammar.InputJava7TryWithResources:main,"(15.0000000000000, 15.0000000000000)",15.0,15
54,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:testAllStyleRules,"('1.4961**n', '0.0726*1.0814**n + 0.0835*1.1097**n + 0.1547*1.2885**n + 0.0654*1.2951**n + 0.0527*1.4961**n + 0.12')",11.0,61
55,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheck:checkHtmlTags,"('1.3803**n', '0.0629*0.9404**n + 0.0628*1.0**n + 0.04*1.0952**n + 0.2095*1.142**n + 0.1268*1.2109**n + 0.3958*1.3078**n + 0.481*1.3803**n + 0.168')",11.0,31
56,com.puppycrawl.tools.checkstyle.checks.blocks.NeedBracesCheck:isBracesNeeded,"(10.0000000000000, 10.0000000000000)",10.0,10
57,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:collectDeclarations,"(17.0000000000000, 17.0000000000000)",17.0,17
58,com.puppycrawl.tools.checkstyle.checks.whitespace.whitespaceafter.InputWhitespaceAfterFor:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
59,com.google.checkstyle.test.chapter4formatting.rule411bracesareused.InputNeedBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
60,com.google.checkstyle.test.chapter4formatting.rule412nonemptyblocks.InputLeftCurlyBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
61,com.puppycrawl.tools.checkstyle.checks.blocks.leftcurly.InputLeftCurlyMissingBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
62,com.puppycrawl.tools.checkstyle.internal.utils.CheckUtil:getTokenText,"('1.3363**n', '0.9441*0.8615**n + 0.1673*0.9885**n + 0.6329*1.1044**n + 0.0006*1.1737**n + 0.0217*1.2007**n + 0.1606*1.3363**n + 0.9992')",9.0,41
63,com.google.checkstyle.test.base.AbstractIndentationTestSupport:getLinesWithWarnAndCheckComments,"('1.1987**n', '0.6863*0.8061**n + 0.6477*0.9847**n + 0.3331*1.1507**n + 1.9252*1.1987**n + 0.2001')",11.0,15
64,com.puppycrawl.tools.checkstyle.checks.whitespace.whitespaceafter.InputWhitespaceAfterBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
65,com.puppycrawl.tools.checkstyle.checks.whitespace.whitespacearound.InputWhitespaceAroundBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
66,com.puppycrawl.tools.checkstyle.api.LocalizedMessage:equals,"(15.0000000000000, 15.0000000000000)",15.0,15
67,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:getLinesWithWarnAndCheckComments,"('1.1987**n', '1.0156*0.9847**n + 0.3204*1.1507**n + 1.7697*1.1987**n + 0.6001')",11.0,14
68,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck:visitToken,"(79.0000000000000, 79.0000000000000)",13.0,79
69,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck:visitOtherTokens,"('1.298**n', '1.7012*1.0287**n + 0.0372*1.2066**n + 0.8973*1.298**n + 9.0001')",10.0,90
70,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationWhileNoCurly:test,"('1.4142**n', '5.6566*1.4142**n + 0.0004*n**6 + 0.0051*n**5 + 0.0226*n**4 + 0.0039*n**3 + 0.0004*n**2 + 0.0001')",13.0,3072
71,com.puppycrawl.tools.checkstyle.checks.coding.equalsavoidnull.InputEqualsAvoidNullNested:foo,"('1.3992**n', '0.1848*1.0**n + 0.1347*1.1698**n + 0.1713*1.1767**n + 0.4122*1.3992**n + 0.6658')",11.0,11
72,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:calculateDistanceBetweenScopes,"('1.4342**n', '0.021*1.2907**n + 0.1015*1.3139**n + 0.0609*1.3682**n + 0.0436*1.4163**n + 0.1114*1.4342**n + 0.0774')",10.0,15
73,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:isDistributedExpression,"(n**3, '0.5593*1.0**n + 0.0556*n**3 + 1.5*n**2 + 15.3333*n + 49.3334')",10.0,45
74,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:isInitializationSequence,"('1.3142**n', '0.3799*0.9318**n + 0.0586*1.1293**n + 0.3344*1.1762**n + 0.0258*1.221**n + 0.4585*1.3142**n + 0.4275')",11.0,11
75,com.puppycrawl.tools.checkstyle.checks.indentation.LineWrappingHandler:checkIndentation,"('1.2906**n', '17.1334*0.5188**n + 0.989*0.7245**n + 0.2816*1.0633**n + 2.9445*1.2207**n + 0.1713*1.2221**n + 2.1244*1.2906**n + 0.0002')",9.0,64
76,com.google.checkstyle.test.chapter4formatting.rule4842fallthrough.InputFallThrough:methodFallThruWithDash,"(18.0000000000000, 18.0000000000000)",18.0,18
77,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:checkParamTags,"('1.4196**n', '2.2245*0.7044**n + 0.6522*0.8815**n + 0.5878*1.0**n + 0.2514*1.1344**n + 0.2762*1.4196**n + 0.0207*n**2 + 0.0778*n + 0.7611')",10.0,48
78,com.puppycrawl.tools.checkstyle.checks.coding.fallthrough.InputFallThroughDefault:methodFallThruWithDash,"(18.0000000000000, 18.0000000000000)",18.0,18
79,com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyLineSeparatorCheck:checkCommentsInsideToken,"('1.3625**n', '1813.7873*0.6732**n + 3.005*0.8688**n + 0.0471*1.1168**n + 0.1561*1.1395**n + 0.6096*1.3247**n + 0.6488*1.3625**n + 0.0395*n + 0.5629')",9.0,24
80,com.puppycrawl.tools.checkstyle.checks.AvoidEscapedUnicodeCharactersCheckTest:testNonPrintableCharsAreSorted,"('1.3381**n', '0.3068*0.7245**n + 0.4462*0.8344**n + 0.0742*1.0364**n + 0.0566*1.0633**n + 0.0356*1.0789**n + 0.0485*1.197**n + 1.3727*1.2207**n + 0.5562*1.3381**n + 0.1003*n + 1.0754')",8.0,42
81,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisExpressions:methodThis,"(64.0000000000000, 64.0000000000000)",7.0,64
82,com.puppycrawl.tools.checkstyle.checks.coding.requirethis.InputRequireThisExpressions:method,"(64.0000000000000, 64.0000000000000)",7.0,64
83,com.puppycrawl.tools.checkstyle.checks.coding.finallocalvariable.InputFinalLocalVariableFalsePositives:foo31,"('1.369**n', '5.7638*0.5623**n + 0.3482*1.0405**n + 0.0648*1.2**n + 0.0347*1.369**n + 3.0')",8.0,12
84,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:isCommentConsistent,"(10.0000000000000, 10.0000000000000)",7.0,10
85,com.google.checkstyle.test.chapter4formatting.rule4841indentation.InputIndentationCorrectForAndParameter:fooMethodWithIf,"(n**5, '0.001*n**5 + 0.02*n**4 + 0.1955*n**3 + 0.9992*n**2 + 2.2922*n + 1.3481')",7.0,64
86,com.puppycrawl.tools.checkstyle.checks.coding.nestedfordepth.InputNestedForDepth:nestedForFiveLevel,"('1.3928**n', '4.6117*0.6853**n + 3336.9602*0.8407**n + 3.0885*1.1722**n + 8.5097*1.2646**n + 0.0218*1.3928**n + 151.8148')",7.0,8
87,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationValidWhileIndent:method1,"(n**8, '0.0013*n**8 + 0.0256*n**7 + 0.2044*n**6 + 0.029*n**5 + 0.0024*n**4 + 0.0002*n**3')",15.0,9216
88,com.puppycrawl.tools.checkstyle.utils.JavadocUtil:getJavadocTags,"('1.1892**n', '18.4924*1.1892**n + 64.9403')",9.0,108
89,com.puppycrawl.tools.checkstyle.xpath.ElementNode:iterateAxis,"(15.0000000000000, 15.0000000000000)",15.0,15
90,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateViolationSection,"('1.2207**n', '1642.1508*0.7245**n + 0.9544*1.0633**n + 24.8185*1.1892**n + 15.0698*1.2207**n + 6.8375*n + 89.0475')",8.0,48
91,com.puppycrawl.tools.checkstyle.internal.AllChecksTest:testAllCheckstyleMessages,"('1.4076**n', '405.9351*0.4746**n + 2.6419*0.67**n + 0.0539*1.2288**n + 0.0412*1.258**n + 0.2087*1.3953**n + 0.2463*1.4076**n + 0.5625')",8.0,24
92,com.puppycrawl.tools.checkstyle.checks.blocks.EmptyBlockCheck:visitToken,"(13.0000000000000, 13.0000000000000)",9.0,13
93,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationInvalidWhileIndent:method1,"(n**9, '0.0001*n**9 + 0.0007*n**8')",16.0,24576
94,com.puppycrawl.tools.checkstyle.checks.design.HideUtilityClassConstructorCheck:visitToken,"(97.0000000000000, 97.0000000000000)",11.0,97
95,com.puppycrawl.tools.checkstyle.Checker:processFiles,"('1.4656**n', '0.5355*0.6823**n + 0.1844*0.826**n + 0.1854*1.2106**n + 0.1391*1.4656**n + 5.9994')",12.0,14
96,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheck:shouldCheck,"(38.0000000000000, 38.0000000000000)",12.0,38
97,com.puppycrawl.tools.checkstyle.ConfigurationLoader:parsePropertyString,"('1.3332**n', '0.1262*1.1058**n + 0.148*1.1162**n + 0.1333*1.1835**n + 0.3403*1.3332**n + 0.5716')",8.0,20
98,com.puppycrawl.tools.checkstyle.checks.imports.CustomImportOrderCheck:getImportGroup,"('1.3247**n', '1.9652*0.6823**n + 0.5895*0.8688**n + 0.2202*1.2106**n + 1.5615*1.3247**n + 9.3332')",11.0,140
99,com.puppycrawl.tools.checkstyle.internal.AllChecksTest:validateAllCheckTokensAreReferencedInConfigFile,"('1.3589**n', '158.5583*0.6755**n + 0.365*0.93**n + 0.0997*1.1223**n + 0.5968*1.3589**n + 0.5004*n + 0.8685')",10.0,21
100,com.puppycrawl.tools.checkstyle.checks.blocks.leftcurly.InputLeftCurlyDefault3:foo,"(n**2, '3.0*n**2 + 46.0*n + 183.0')",10.0,49
101,com.google.checkstyle.test.chapter4formatting.rule412nonemptyblocks.InputRightCurlyOther:foo,"('1.1673**n', '0.4033*0.8422**n + 0.184*1.099**n + 32.4154*1.1673**n + 0.5*n**2 + 7.0001*n + 21.4989')",9.0,41
102,com.puppycrawl.tools.checkstyle.meta.JavadocMetadataScraper:constructSubTreeText,"('1.5046**n', '0.4739*0.8132**n + 0.8102*0.898**n + 0.2208*1.0229**n + 0.2029*1.0914**n + 0.0279*1.5046**n + 0.5558')",10.0,29
103,com.puppycrawl.tools.checkstyle.checks.coding.finallocalvariable.InputFinalLocalVariableAssignedMultipleTimes:foo10,"(80.0000000000000, 80.0000000000000)",10.0,80
104,com.puppycrawl.tools.checkstyle.filters.SuppressionFilterTest:isConnectionAvailableAndStable,"(16.0000000000000, 16.0000000000000)",11.0,16
105,com.puppycrawl.tools.checkstyle.checks.blocks.rightcurly.InputRightCurlyLeft:foo,"(n**2, '3.0*n**2 + 46.0*n + 183.0')",10.0,49
106,com.google.checkstyle.test.chapter4formatting.rule412nonemptyblocks.InputRightCurlyOtherAlone:foo,"('1.1673**n', '0.4033*0.8422**n + 0.184*1.099**n + 32.4154*1.1673**n + 0.5*n**2 + 7.0001*n + 21.4989')",9.0,41
107,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:updateUninitializedVariables,"('1.5124**n', '0.5087*0.6823**n + 0.0936*0.8433**n + 0.0612*0.922**n + 0.2381*0.9268**n + 0.1503*1.0766**n + 1.2615*1.0989**n + 0.0765*1.2106**n + 0.0067*1.5124**n + 1.3331')",9.0,21
108,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateUsageExample,"('1.3247**n', '3.053*0.6823**n + 1.3824*0.8688**n + 0.3732*1.2106**n + 0.5575*1.3247**n + 2.9999')",9.0,45
109,com.puppycrawl.tools.checkstyle.internal.XdocsJavaDocsTest:createPropertiesText,"('1.4965**n', '3.8095*0.7782**n + 0.2103*0.8586**n + 0.1231*0.8995**n + 0.0769*0.9261**n + 0.073*1.0969**n + 0.0623*1.3068**n + 0.0734*1.449**n + 0.0552*1.4965**n + 0.0097')",10.0,97
110,com.puppycrawl.tools.checkstyle.utils.CheckUtil:isGetterMethod,"(30.0000000000000, 30.0000000000000)",11.0,30
111,com.puppycrawl.tools.checkstyle.utils.CheckUtil:isSetterMethod,"(30.0000000000000, 30.0000000000000)",11.0,30
112,com.puppycrawl.tools.checkstyle.internal.XdocsUrlTest:testXdocsUrl,"('1.3247**n', '1.5345*0.8688**n + 0.4026*1.0**n + 0.3216*1.3247**n + 2.6987')",10.0,15
113,com.puppycrawl.tools.checkstyle.internal.XdocsJavaDocsTest:getNodeText,"('1.3898**n', '0.5167*0.6599**n + 0.028*0.9282**n + 0.126*0.9483**n + 0.1114*1.0585**n + 0.3104*1.1457**n + 0.0297*1.2136**n + 0.1619*1.2201**n + 0.0899*1.3898**n + 0.399')",9.0,9
114,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:testAllCheckSections,"('1.3923**n', '0.05*0.888**n + 4.727*0.9393**n + 0.2457*0.9433**n + 0.0259*1.057**n + 0.1513*1.1238**n + 0.0236*1.2429**n + 0.0784*1.3923**n + 4.0038')",8.0,8
115,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:leaveToken,"(n, '7.0*n + 47.0')",12.0,42
116,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:processIdent,"(33.0000000000000, 33.0000000000000)",11.0,33
117,com.puppycrawl.tools.checkstyle.JavaParser:appendHiddenCommentNodes,"('1.3953**n', '20.6815*0.4746**n + 0.03*1.2288**n + 0.0978*1.3953**n + 1.0')",8.0,30
118,com.puppycrawl.tools.checkstyle.checks.design.FinalClassCheck:visitToken,"(10.0000000000000, 10.0000000000000)",9.0,10
119,com.puppycrawl.tools.checkstyle.checks.coding.EqualsAvoidNullCheck:containsAllSafeTokens,"('1.2519**n', '0.1715*0.9967**n + 0.0467*1.0846**n + 0.2191*1.1693**n + 0.3814*1.2519**n + 2.3333')",9.0,9
120,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:testAllXmlExamples,"('1.465**n', '0.0638*0.9476**n + 0.14*0.9676**n + 0.1437*0.981**n + 0.0904*1.0719**n + 0.0606*1.2119**n + 0.0263*1.465**n + 0.9085')",10.0,13
121,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:checkComment,"(n, '0.6667*1.0**n + 8.0*n + 87.3333')",9.0,38
122,com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolder:isSuppressed,"('1.4236**n', '1.6635*0.8283**n + 0.0542*1.0537**n + 0.0432*1.1638**n + 0.1257*1.2137**n + 0.1773*1.3597**n + 0.1437*1.4236**n + 0.7637')",10.0,46
123,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationInvalidSwitchIndent:method1,"(192.000000000000, 192.000000000000)",12.0,192
124,com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheck:hasIgnoredModifiers,"(60.0000000000000, 60.0000000000000)",9.0,60
125,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:getFieldClass,"(40.0000000000000, 40.0000000000000)",9.0,40
126,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:getFirstNodeInsideIfBlock,"('1.3029**n', '120.8492*0.4963**n + 0.0415*1.136**n + 0.3188*1.2642**n + 0.7404*1.3029**n + 1.3997')",10.0,49
127,com.puppycrawl.tools.checkstyle.ant.CheckstyleAntTask:createOverridingProperties,"(n**2, '0.375*n**2 + 4.75*n + 19.0')",9.0,16
128,com.puppycrawl.tools.checkstyle.checks.indentation.AbstractExpressionHandler:checkLinesIndent,"('1.2207**n', '1.6879*0.7245**n + 0.148*1.0633**n + 4.2094*1.2207**n + 23.0001')",10.0,73
129,com.puppycrawl.tools.checkstyle.checks.indentation.LineWrappingHandler:checkAnnotationIndentation,"('1.4638**n', '49.8012*0.5279**n + 0.0801*0.7516**n + 0.0322*1.1099**n + 0.0861*1.1141**n + 0.063*1.1672**n + 0.087*1.2115**n + 0.1247*1.2897**n + 0.0807*1.4638**n + 0.0315')",11.0,34
130,com.puppycrawl.tools.checkstyle.filters.SuppressFilterElement:SuppressFilterElement,"(32.0000000000000, 32.0000000000000)",6.0,32
131,com.puppycrawl.tools.checkstyle.meta.JavadocMetadataScraper:scrapeContent,"(10.0000000000000, 10.0000000000000)",10.0,10
132,com.puppycrawl.tools.checkstyle.AbstractModuleTestSupport:verify,"(72.0000000000000, 72.0000000000000)",9.0,72
133,com.puppycrawl.tools.checkstyle.internal.utils.CheckUtil:getJavadocTokenText,"('1.3363**n', '0.4289*0.8615**n + 0.1341*0.9885**n + 0.4327*1.1044**n + 0.0052*1.1737**n + 0.0404*1.2007**n + 0.1641*1.3363**n + 0.0002')",7.0,20
134,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:getOneLinePreviousStatement,"('1.6507**n', '1.7223*0.7464**n + 0.4444*1.0**n + 0.0451*1.2194**n + 0.0285*1.6507**n + 0.0743*n + 0.675')",9.0,27
135,com.puppycrawl.tools.checkstyle.checks.metrics.npathcomplexity.InputNPathComplexityDefault:InputNestedTernaryCheck,"(27.0000000000000, 27.0000000000000)",7.0,27
136,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:fixCapturedProperties,"(128.000000000000, 128.000000000000)",11.0,128
