,graph_name,apc,cyclo,npath
12,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:getModulePropertyExpectedTypeName,"(40.0000000000000, 40.0000000000000)",19.0,40
13,com.puppycrawl.tools.checkstyle.checks.coding.nofinalizer.InputNoFinalizerFallThrough:methodFallThru,"('3.7123**n', '0.0104*3.2084**n + 0.226*3.7123**n')",41.0,"('NA', 'Timeout')"
14,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:getClassFrameWhereViolationIsFound,"(137.000000000000, 137.000000000000)",26.0,137
15,com.puppycrawl.tools.checkstyle.Main:main,"(48.0000000000000, 48.0000000000000)",19.0,48
16,com.puppycrawl.tools.checkstyle.checks.coding.finallocalvariable.InputFinalLocalVariableFalsePositives:foo16,"(n**4, '0.0001*n**4 + 0.0066*n**3 + 1.1767*n**2 + 2.5299*n + 0.9379')",20.0,35
17,com.puppycrawl.tools.checkstyle.checks.coding.nofinalizer.InputNoFinalizerFallThrough:method,"('3.5348**n', '0.0172*3.0792**n + 0.3092*3.5348**n')",38.0,"('NA', 'Timeout')"
18,com.puppycrawl.tools.checkstyle.checks.whitespace.WhitespaceAroundCheck:isNotRelevantSituation,"(1620.00000000000, 1620.00000000000)",16.0,1620
19,com.puppycrawl.tools.checkstyle.checks.imports.ImportOrderCheck:visitToken,"(144.000000000000, 144.000000000000)",13.0,144
20,com.puppycrawl.tools.checkstyle.checks.blocks.rightcurly.InputRightCurlyTryResource:test,"(17.0000000000000, 17.0000000000000)",17.0,17
21,com.puppycrawl.tools.checkstyle.checks.coding.fallthrough.InputFallThrough2:test,"(88.0000000000000, 88.0000000000000)",21.0,88
22,com.puppycrawl.tools.checkstyle.Main:validateCli,"(50.0000000000000, 50.0000000000000)",18.0,50
23,com.puppycrawl.tools.checkstyle.checks.coding.finallocalvariable.InputFinalLocalVariableAssignedMultipleTimes:foo13,"(21.0000000000000, 21.0000000000000)",13.0,21
24,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:visitToken,"(21.0000000000000, 21.0000000000000)",21.0,21
25,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationInvalidForIndent:method1,"('1.2207**n', '42.8487*1.0633**n + 7.0661*1.2207**n + 0.0001*n**8 + 0.0065*n**7 + 0.2698*n**6 + 5.6087*n**5 + 46.5763*n**4 + 6.3588*n**3 + 0.5098*n**2 + 0.1475*n + 0.0015')",12.0,1536
26,com.puppycrawl.tools.checkstyle.grammars.InputRegressionJavaClass1:instructions,"(0, 0)",33.0,724
27,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationValidForIndent:method1,"(n**8, '0.0012*n**8 + 0.0124*n**7 + 0.0013*n**6 + 0.0001*n**5')",15.0,12288
28,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:checkThrowsTags,"('1.4542**n', '0.0116*0.9142**n + 0.0183*0.9165**n + 0.0535*1.043**n + 0.0421*1.0795**n + 0.1234*1.1354**n + 0.2139*1.2131**n + 0.0301*1.2204**n + 0.1502*1.4542**n + 0.103')",12.0,96
29,com.google.checkstyle.test.chapter4formatting.rule42blockindentaion.FooWhileClass:fooMethodWithIf,"('1.998**n', '0.0212*0.8443**n + 0.0326*0.89**n + 0.2485*0.8961**n + 0.042*0.8996**n + 0.1476*0.9211**n + 0.2927*0.946**n + 2.03*0.9593**n + 0.3928*0.9887**n + 0.0007*1.997**n + 0.0007*1.998**n + 0.012*n**2 + 0.309*n + 0.142')",21.0,16
30,com.google.checkstyle.test.chapter5naming.rule527localvariablenames.InputOneCharInitVarName:fooMethod,"(0, 0)",13.0,4096
31,com.puppycrawl.tools.checkstyle.checks.blocks.rightcurly.InputRightCurlyLineBreakBefore:foo,"(n**4, '0.0625*n**4 + 2.2917*n**3 + 32.0*n**2 + 201.8333*n + 487.0')",12.0,98
32,com.puppycrawl.tools.checkstyle.checks.blocks.leftcurly.InputLeftCurlyLineBreakAfter:foo,"(n**4, '0.0625*n**4 + 2.2917*n**3 + 32.0*n**2 + 201.8333*n + 487.0')",12.0,98
33,com.puppycrawl.tools.checkstyle.checks.whitespace.emptyforiteratorpad.InputEmptyForIteratorPad:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
34,com.puppycrawl.tools.checkstyle.checks.whitespace.emptyforinitializerpad.InputEmptyForInitializerPad:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
35,com.google.checkstyle.test.chapter4formatting.rule4841indentation.FooWhileClass:fooMethodWithIf,"('1.998**n', '0.0212*0.8443**n + 0.0326*0.89**n + 0.2485*0.8961**n + 0.042*0.8996**n + 0.1476*0.9211**n + 0.2927*0.946**n + 2.03*0.9593**n + 0.3928*0.9887**n + 0.0007*1.997**n + 0.0007*1.998**n + 0.012*n**2 + 0.309*n + 0.142')",21.0,16
36,com.google.checkstyle.test.chapter4formatting.rule452indentcontinuationlines.FooWhileClass:fooMethodWithIf,"('1.998**n', '0.0212*0.8443**n + 0.0326*0.89**n + 0.2485*0.8961**n + 0.042*0.8996**n + 0.1476*0.9211**n + 0.2927*0.946**n + 2.03*0.9593**n + 0.3928*0.9887**n + 0.0007*1.997**n + 0.0007*1.998**n + 0.012*n**2 + 0.309*n + 0.142')",21.0,16
37,com.puppycrawl.tools.checkstyle.internal.CheckUtil:getTokenText,"('1.3363**n', '1.3264*0.8615**n + 0.2779*0.9885**n + 0.6424*1.1044**n + 0.0065*1.1737**n + 0.0467*1.2007**n + 0.1375*1.3363**n + 0.9991')",9.0,41
38,com.puppycrawl.tools.checkstyle.checks.header.RegexpHeaderCheck:processFiltered,"('1.3338**n', '467.3772*0.5327**n + 1.5218*0.9273**n + 0.0634*1.1005**n + 0.2138*1.1624**n + 0.2149*1.3338**n + 1.666')",11.0,35
39,com.puppycrawl.tools.checkstyle.checks.whitespace.parenpad.InputParenPadForWhitespace:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
40,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:isCommentConsistent,"(10.0000000000000, 10.0000000000000)",8.0,10
41,com.puppycrawl.tools.checkstyle.grammars.InputJava7TryWithResources:main,"(15.0000000000000, 15.0000000000000)",15.0,15
42,com.puppycrawl.tools.checkstyle.checks.imports.CustomImportOrderCheck:finishImportList,"('1.4256**n', '18.7012*0.6214**n + 0.1255*0.9673**n + 0.1122*1.0097**n + 0.1022*1.073**n + 0.1365*1.2897**n + 0.1049*1.4256**n + 0.0592')",11.0,19
43,com.puppycrawl.tools.checkstyle.checks.whitespace.whitespaceafter.InputWhitespaceAfterFor:method1,"(n**6, '0.0001*n**6 + 0.0025*n**5 + 0.0342*n**4 + 0.2525*n**3 + 0.875*n**2 + 0.8103*n + 0.1569')",8.0,128
44,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheck:checkHtmlTags,"('1.3803**n', '0.0629*0.9404**n + 0.0628*1.0**n + 0.04*1.0952**n + 0.2095*1.142**n + 0.1268*1.2109**n + 0.3958*1.3078**n + 0.481*1.3803**n + 0.168')",11.0,31
45,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:canBeReferencedFromStaticContext,"(n, '1.3333*1.0**n + 8.0*n + 82.6667')",9.0,36
46,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:getFieldWithoutThis,"(144.000000000000, 144.000000000000)",13.0,144
47,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:testAllStyleRules,"('1.4032**n', '0.1643*0.8115**n + 0.5391*0.9998**n + 0.2828*1.0979**n + 0.0311*1.1609**n + 0.0395*1.244**n + 0.0512*1.4032**n + 0.6673')",9.0,25
48,com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheck:isIgnoreSituation,"(27.0000000000000, 27.0000000000000)",12.0,27
49,com.google.checkstyle.test.chapter4formatting.rule411bracesareused.InputNeedBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
50,com.google.checkstyle.test.chapter4formatting.rule412nonemptyblocks.InputLeftCurlyBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
51,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationValidWhileIndent:method1,"(n**8, '0.0013*n**8 + 0.0256*n**7 + 0.2044*n**6 + 0.029*n**5 + 0.0024*n**4 + 0.0002*n**3')",15.0,9216
52,com.puppycrawl.tools.checkstyle.checks.blocks.leftcurly.InputLeftCurlyMissingBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
53,com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
54,com.puppycrawl.tools.checkstyle.checks.whitespace.whitespaceafter.InputWhitespaceAfterBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
55,com.puppycrawl.tools.checkstyle.checks.whitespace.whitespacearound.InputBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144
56,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateCheckSection,"('1.6799**n', '7.8516*0.8497**n + 0.0822*0.9852**n + 0.0608*1.0601**n + 0.0531*1.2982**n + 0.0361*1.4036**n + 0.067*1.4956**n + 0.052*1.6799**n + 0.9291')",16.0,76
57,com.puppycrawl.tools.checkstyle.TreeWalker:appendHiddenCommentNodes,"('1.4558**n', '0.3858*0.7811**n + 2.9059*0.8385**n + 0.0884*1.0**n + 0.0199*1.2654**n + 0.0577*1.4558**n + 0.1661*n + 2.1532')",10.0,75
58,com.puppycrawl.tools.checkstyle.checks.design.HideUtilityClassConstructorCheck:visitToken,"(121.000000000000, 121.000000000000)",12.0,121
59,com.puppycrawl.tools.checkstyle.checks.indentation.LineWrappingHandler:checkIndentation,"('1.3471**n', '3.534*0.6875**n + 0.053*0.7245**n + 0.3964*1.0633**n + 0.3337*1.1584**n + 0.0172*1.1703**n + 1.3881*1.2207**n + 0.7978*1.3471**n + 0.0016')",10.0,80
60,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:testAllCheckSections,"('1.3939**n', '8.0272*0.9631**n + 0.0471*1.0242**n + 0.0146*1.0862**n + 0.0302*1.0945**n + 0.0331*1.2045**n + 0.0387*1.222**n + 0.071*1.3939**n + 6.9797')",9.0,11
61,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:calculateDistanceBetweenScopes,"('1.4342**n', '0.021*1.2907**n + 0.1015*1.3139**n + 0.0609*1.3682**n + 0.0436*1.4163**n + 0.1114*1.4342**n + 0.0774')",10.0,15
62,com.puppycrawl.tools.checkstyle.checks.imports.CustomImportOrderCheck:getImportGroup,"('1.3247**n', '2.8802*0.6823**n + 0.6784*0.8688**n + 0.1819*1.2106**n + 1.1787*1.3247**n + 18.6668')",12.0,168
63,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:isDistributedExpression,"(n**3, '0.5593*1.0**n + 0.0556*n**3 + 1.5*n**2 + 15.3333*n + 49.3334')",10.0,45
64,com.puppycrawl.tools.checkstyle.checks.whitespace.EmptyLineSeparatorCheck:visitToken,"(n, '0.3849*1.0**n + 21.3333*n + 192.0')",12.0,96
65,com.puppycrawl.tools.checkstyle.checks.javadoc.SummaryJavadocCheck:isOnlyInheritDoc,"('1.332**n', '0.0434*1.0859**n + 0.204*1.0946**n + 0.3973*1.2626**n + 0.6799*1.332**n + 4.2001')",10.0,39
66,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:isInitializationSequence,"('1.3142**n', '0.3799*0.9318**n + 0.0586*1.1293**n + 0.3344*1.1762**n + 0.0258*1.221**n + 0.4585*1.3142**n + 0.4275')",11.0,11
67,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:checkParamTags,"('1.4196**n', '2.2245*0.7044**n + 0.6522*0.8815**n + 0.5878*1.0**n + 0.2514*1.1344**n + 0.2762*1.4196**n + 0.0207*n**2 + 0.0778*n + 0.7611')",10.0,48
68,com.puppycrawl.tools.checkstyle.checks.coding.finallocalvariable.InputFinalLocalVariableFalsePositives:foo31,"('1.369**n', '5.7638*0.5623**n + 0.3482*1.0405**n + 0.0648*1.2**n + 0.0347*1.369**n + 3.0')",8.0,12
69,com.puppycrawl.tools.checkstyle.checks.design.VisibilityModifierCheck:isImmutableField,"(16.0000000000000, 16.0000000000000)",12.0,16
70,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheck:shouldCheck,"(38.0000000000000, 38.0000000000000)",12.0,38
71,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateErrorSection,"('1.2207**n', '1642.1508*0.7245**n + 0.9544*1.0633**n + 24.8185*1.1892**n + 15.0698*1.2207**n + 6.8375*n + 89.0475')",8.0,48
72,com.google.checkstyle.test.chapter4formatting.rule452indentcontinuationlines.FooForClass:fooMethodWithIf,"(n**5, '0.001*n**5 + 0.02*n**4 + 0.1955*n**3 + 0.9992*n**2 + 2.2922*n + 1.3481')",7.0,64
73,com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheck:processMethods,"('1.4227**n', '0.0543*1.0135**n + 0.1392*1.3134**n + 0.3039*1.4227**n + 1.201')",10.0,42
74,com.google.checkstyle.test.chapter4formatting.rule412nonemptyblocks.InputRightCurlyOther:foo,"('1.1673**n', '0.4033*0.8422**n + 0.184*1.099**n + 32.4154*1.1673**n + 0.5*n**2 + 7.0001*n + 21.4989')",9.0,41
75,com.puppycrawl.tools.checkstyle.checks.blocks.leftcurly.InputLeftCurlyDefault3:foo,"(n**2, '3.0*n**2 + 46.0*n + 183.0')",10.0,49
76,com.google.checkstyle.test.chapter4formatting.rule42blockindentaion.FooForClass:fooMethodWithIf,"(n**5, '0.001*n**5 + 0.02*n**4 + 0.1955*n**3 + 0.9992*n**2 + 2.2922*n + 1.3481')",7.0,64
77,com.puppycrawl.tools.checkstyle.checks.coding.fallthrough.InputFallThrough:tryResource,"(17.0000000000000, 17.0000000000000)",17.0,17
78,com.puppycrawl.tools.checkstyle.checks.blocks.rightcurly.InputRightCurlyLeft:foo,"(n**2, '3.0*n**2 + 46.0*n + 183.0')",10.0,49
79,com.puppycrawl.tools.checkstyle.checks.coding.nofinalizer.InputNoFinalizerFallThrough:tryResource,"(17.0000000000000, 17.0000000000000)",17.0,17
80,com.puppycrawl.tools.checkstyle.checks.coding.finallocalvariable.InputFinalLocalVariableAssignedMultipleTimes:foo10,"(80.0000000000000, 80.0000000000000)",10.0,80
81,com.google.checkstyle.test.chapter4formatting.rule412nonemptyblocks.InputRightCurlyOtherAlone:foo,"('1.1673**n', '0.4033*0.8422**n + 0.184*1.099**n + 32.4154*1.1673**n + 0.5*n**2 + 7.0001*n + 21.4989')",9.0,41
82,com.google.checkstyle.test.chapter4formatting.rule4841indentation.FooForClass:fooMethodWithIf,"(n**5, '0.001*n**5 + 0.02*n**4 + 0.1955*n**3 + 0.9992*n**2 + 2.2922*n + 1.3481')",7.0,64
83,com.puppycrawl.tools.checkstyle.utils.CheckUtils:isGetterMethod,"(30.0000000000000, 30.0000000000000)",11.0,30
84,com.puppycrawl.tools.checkstyle.utils.CheckUtils:isSetterMethod,"(30.0000000000000, 30.0000000000000)",11.0,30
85,com.puppycrawl.tools.checkstyle.internal.CheckUtil:getJavadocTokenText,"('1.3363**n', '0.6027*0.8615**n + 0.223*0.9885**n + 0.4392*1.1044**n + 0.06*1.1737**n + 0.0867*1.2007**n + 0.1404*1.3363**n + 0.0003')",7.0,20
86,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateUsageExample,"('1.3247**n', '3.053*0.6823**n + 1.3824*0.8688**n + 0.3732*1.2106**n + 0.5575*1.3247**n + 2.9999')",9.0,45
87,com.puppycrawl.tools.checkstyle.PackageObjectFactory:createModule,"(80.0000000000000, 80.0000000000000)",9.0,80
88,com.puppycrawl.tools.checkstyle.api.LocalizedMessage:equals,"(13.0000000000000, 13.0000000000000)",13.0,13
89,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:validateStyleModules,"('1.3546**n', '42962.1685*0.3691**n + 0.108*1.1247**n + 0.1173*1.1909**n + 0.0927*1.1946**n + 0.2804*1.3546**n + 0.4988')",8.0,16
90,com.puppycrawl.tools.checkstyle.checks.blocks.EmptyBlockCheck:visitToken,"(11.0000000000000, 11.0000000000000)",8.0,11
91,com.puppycrawl.tools.checkstyle.utils.JavadocUtils:getJavadocTags,"('1.4715**n', '3.7406*0.7371**n + 0.1165*1.1401**n + 0.0775*1.2698**n + 0.1183*1.2881**n + 0.0877*1.4715**n + 0.1641')",10.0,26
92,com.puppycrawl.tools.checkstyle.ConfigurationLoader:parsePropertyString,"('1.3555**n', '0.0819*1.1177**n + 0.1591*1.1237**n + 0.0999*1.2533**n + 0.3046*1.3555**n + 0.5713')",8.0,20
93,com.puppycrawl.tools.checkstyle.checks.coding.OneStatementPerLineCheck:checkIfSemicolonIsInDifferentLineThanPrevious,"(63.0000000000000, 63.0000000000000)",11.0,63
94,com.puppycrawl.tools.checkstyle.checks.imports.ImportControlLoader:startElement,"(15.0000000000000, 15.0000000000000)",8.0,15
95,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck:visitOtherTokens,"('1.298**n', '1.1324*1.0287**n + 0.0653*1.2066**n + 0.6579*1.298**n + 4.5')",9.0,45
96,com.google.checkstyle.test.base.BaseIndentationCheckSupport:getLinesWithWarnAndCheckComments,"('1.1987**n', '0.6977*0.8061**n + 0.2457*0.9847**n + 0.0633*1.1507**n + 1.6573*1.1987**n + 0.8')",9.0,10
97,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:getFirstNodeInsideIfBlock,"('1.3029**n', '120.8492*0.4963**n + 0.0415*1.136**n + 0.3188*1.2642**n + 0.7404*1.3029**n + 1.3997')",10.0,49
98,com.puppycrawl.tools.checkstyle.checks.naming.localvariablename.InputLocalVariableNameOneCharInitVarName:fooMethod,"(n**5, '0.0009*n**5 + 0.0152*n**4 + 0.1267*n**3 + 0.5467*n**2 + 1.0497*n + 0.5561')",7.0,64
99,com.puppycrawl.tools.checkstyle.utils.BlockCommentPosition:isOnEnumConstant,"(75.0000000000000, 75.0000000000000)",11.0,75
100,com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolder:isSuppressed,"('1.4236**n', '1.6635*0.8283**n + 0.0542*1.0537**n + 0.0432*1.1638**n + 0.1257*1.2137**n + 0.1773*1.3597**n + 0.1437*1.4236**n + 0.7637')",10.0,46
101,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:getLinesWithWarnAndCheckComments,"('1.1987**n', '0.3671*0.8061**n + 0.1366*1.1507**n + 1.5018*1.1987**n + 0.2')",9.0,9
102,com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationInvalidWhileIndent:method1,"(n**9, '0.0001*n**9 + 0.0007*n**8')",16.0,24576
103,com.puppycrawl.tools.checkstyle.internal.AllChecksTest:testAllCheckstyleMessages,"('1.3953**n', '10.489*0.4746**n + 0.0797*1.2157**n + 0.0368*1.2288**n + 0.0947*1.3532**n + 0.1364*1.3953**n + 0.4')",7.0,16
104,com.puppycrawl.tools.checkstyle.checks.naming.AbstractAccessControlNameCheck:shouldCheckInScope,"(124.000000000000, 124.000000000000)",12.0,124
105,com.puppycrawl.tools.checkstyle.BaseCheckTestSupport:verify,"(72.0000000000000, 72.0000000000000)",9.0,72
106,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:updateUninitializedVariables,"('1.5108**n', '0.0779*0.7002**n + 0.229*0.8237**n + 0.0797*0.8424**n + 8.3761*0.9697**n + 0.0532*1.0967**n + 0.105*1.1882**n + 0.0338*1.1925**n + 0.006*1.5108**n + 7.9996')",8.0,11
107,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:isInThrows,"('1.2298**n', '0.1925*1.0**n + 0.1038*1.0749**n + 0.1088*1.195**n + 2.8088*1.2298**n + 1.3334*n + 1.3329')",8.0,30
108,com.puppycrawl.tools.checkstyle.checks.modifier.ModifierOrderCheck:checkOrderSuggestedByJls,"('1.378**n', '0.1849*1.179**n + 0.1216*1.1868**n + 0.1973*1.378**n + 0.9999')",10.0,14
109,com.puppycrawl.tools.checkstyle.internal.XdocsPagesTest:fixCapturedProperties,"(128.000000000000, 128.000000000000)",11.0,128
110,com.puppycrawl.tools.checkstyle.XMLLogger:isReference,"(n, '0.3849*1.0**n + 0.6667*n + 1.0')",8.0,8
111,com.puppycrawl.tools.checkstyle.checks.blocks.EmptyBlockCheck:hasText,"(12.0000000000000, 12.0000000000000)",7.0,12
112,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:getOneLinePreviousStatement,"('1.6507**n', '1.7223*0.7464**n + 0.4444*1.0**n + 0.0451*1.2194**n + 0.0285*1.6507**n + 0.0743*n + 0.675')",9.0,27
113,com.puppycrawl.tools.checkstyle.checks.coding.MultipleVariableDeclarationsCheck:visitToken,"(37.0000000000000, 37.0000000000000)",10.0,37
114,com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck:collectDeclarations,"(12.0000000000000, 12.0000000000000)",12.0,12
115,com.puppycrawl.tools.checkstyle.checks.coding.EqualsAvoidNullCheck:containsAllSafeTokens,"('1.2149**n', '0.0828*1.0849**n + 0.3394*1.1827**n + 1.4921*1.2149**n + 0.0001')",9.0,24
116,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck:leaveToken,"(15.0000000000000, 15.0000000000000)",9.0,15
117,com.puppycrawl.tools.checkstyle.checks.indentation.CommentsIndentationCheck:findPreviousStatement,"(48.0000000000000, 48.0000000000000)",9.0,48
118,com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheck:visitToken,"(12.0000000000000, 12.0000000000000)",8.0,12
119,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:checkComment,"(n, '0.6667*1.0**n + 4.0*n + 36.6667')",8.0,20
120,com.puppycrawl.tools.checkstyle.checks.whitespace.WhitespaceAroundCheck:isPartOfDoubleBraceInitializerForNextToken,"(45.0000000000000, 45.0000000000000)",9.0,45
121,com.puppycrawl.tools.checkstyle.checks.whitespace.NoWhitespaceBeforeCheck:visitToken,"(n, '5.8763*n + 48.567')",9.0,35
122,com.puppycrawl.tools.checkstyle.checks.coding.IllegalInstantiationCheck:getIllegalInstantiation,"('1.2149**n', '0.209*1.0849**n + 0.4103*1.1827**n + 1.1407*1.2149**n + 3.0001')",7.0,15
123,com.puppycrawl.tools.checkstyle.checks.coding.nestedfordepth.InputNestedForDepth:nestedForFiveLevel,"('1.3853**n', '2154885.982*0.5335**n + 2.8478*0.9115**n + 2.1343*1.1444**n + 4.0526*1.2971**n + 0.0269*1.3853**n + 28.6127')",6.0,6
124,com.puppycrawl.tools.checkstyle.filters.SuppressionsLoader:startElement,"(35.0000000000000, 35.0000000000000)",9.0,35
125,com.puppycrawl.tools.checkstyle.checks.InputReturnFromFinally:thisNull,"(36.0000000000000, 36.0000000000000)",7.0,36
126,com.puppycrawl.tools.checkstyle.checks.coding.innerassignment.InputInnerAssignment:demoBug1195047Comment3,"(n**5, '0.001*n**5 + 0.0365*n**4 + 0.5*n**3 + 3.3542*n**2 + 10.9833*n + 14.0')",7.0,64
127,com.google.checkstyle.test.chapter4formatting.rule411bracesareused.InputNeedBraces:testFor,"('1.2207**n', '2.1438*0.7245**n + 0.0328*1.0633**n + 6.1266*1.2207**n + 0.0208*n**3 + 0.0625*n**2 + 1.9168*n + 7.9367')",6.0,24
128,com.puppycrawl.tools.checkstyle.checks.blocks.leftcurly.InputLeftCurlyMissingBraces:testFor,"('1.2207**n', '2.1438*0.7245**n + 0.0328*1.0633**n + 6.1266*1.2207**n + 0.0208*n**3 + 0.0625*n**2 + 1.9168*n + 7.9367')",6.0,24
129,com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBraces:testFor,"('1.2207**n', '2.1438*0.7245**n + 0.0328*1.0633**n + 6.1266*1.2207**n + 0.0208*n**3 + 0.0625*n**2 + 1.9168*n + 7.9367')",6.0,24
130,com.puppycrawl.tools.checkstyle.internal.CommitValidationTest:resolveRevCommitsPair,"(9.00000000000000, 9.00000000000000)",9.0,9
131,com.puppycrawl.tools.checkstyle.utils.CheckUtils:parseDouble,"(38.0000000000000, 38.0000000000000)",10.0,38
132,com.puppycrawl.tools.checkstyle.utils.CommonUtils:matchesFileExtension,"('1.1892**n', '0.4921*1.0**n + 2.1522*1.1892**n + 0.9556*n + 5.3644')",7.0,11
133,com.puppycrawl.tools.checkstyle.utils.ScopeUtils:isLocalVariableDef,"(30.0000000000000, 30.0000000000000)",8.0,30
134,com.puppycrawl.tools.checkstyle.checks.blocks.needbraces.InputNeedBracesSingleLineStatements:loopTest,"(n**7, '0.0001*n**7 + 0.001*n**6 + 0.0059*n**5 + 0.0201*n**4 + 0.0298*n**3 + 0.015*n**2 + 0.0178*n + 0.0027')",10.0,512
135,com.puppycrawl.tools.checkstyle.Main:runCli,"(8.00000000000000, 8.00000000000000)",7.0,8
136,com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck:checkCheckClosingParens,"(27.0000000000000, 27.0000000000000)",10.0,27
