,file_name,graph_name,apc,cyclo,npath,apc_time,graph_size,basecasetype,exception,exception_type
57,/app/code/tests/cFiles/fse_2020_benchmark/02_fib.c,02_fib_cfg._Z3fibi,"(n**2, '0.5*n**2 - 3.5*n + 9.0')",6,10,0.12124156951904297,8.0,BFS,0.0,na
58,/app/code/tests/cFiles/fse_2020_benchmark/30_euclid_GCD_main.c,30_euclid_GCD_main_cfg._Z3gcdii,"(n, '1.0*n - 1.0')",3,3,0.04273271560668945,4.0,BFS,0.0,na
59,/app/code/tests/cFiles/fse_2020_benchmark/30_euclid_GCD_main.c,30_euclid_GCD_main_cfg.main,"(n, '1.0*n - 1.0')",2,2,0.027487754821777344,3.0,BFS,0.0,na
60,/app/code/tests/cFiles/fse_2020_benchmark/19_longest_common_increasing_subsequence_main.c,19_longest_common_increasing_subsequence_main_cfg._Z4LCISPiiS_i,"('1.6372**n', '70.3419*0.8365**n + 66.8386*0.8578**n + 44.0951*0.8838**n + 0.171*1.1271**n + 0.0342*1.6372**n + 39.1033*n - 628.1209')",16,210,4.24056077003479,24.0,BFS,0.0,na
61,/app/code/tests/cFiles/fse_2020_benchmark/19_longest_common_increasing_subsequence_main.c,19_longest_common_increasing_subsequence_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.004702329635620117,3.0,BFS,0.0,na
62,/app/code/tests/cFiles/fse_2020_benchmark/15_check_heap_order_main.c,15_check_heap_order_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.006693124771118164,3.0,BFS,0.0,na
63,/app/code/tests/cFiles/fse_2020_benchmark/15_check_heap_order_main.c,15_check_heap_order_main_cfg._Z13is_heap_orderPii,"(n, '1.0*n - 1.0')",5,5,0.14955496788024902,6.0,BFS,0.0,na
64,/app/code/tests/cFiles/fse_2020_benchmark/03_sign.c,03_sign_cfg._Z4signi,"(1.00000000000000, 1.00000000000000)",1,1,0.006550788879394531,3.0,BFS,0.0,na
65,/app/code/tests/cFiles/fse_2020_benchmark/23_mergesort.c,23_mergesort_cfg._Z9mergesortPii,"('1.5883**n', '-1.1695*0.7114**n - 1.0329*0.7302**n - 0.0101*0.9448**n - 1.0917*0.9659**n - 0.0594*1.1114**n - 0.0383*1.3027**n + 0.0626*1.5883**n + 0.9963')",10,171,3.0013415813446045,17.0,BFS,0.0,na
66,/app/code/tests/cFiles/fse_2020_benchmark/15_check_heap_order.c,15_check_heap_order_cfg._Z13is_heap_orderPii,"(n, '1.0*n - 1.0')",5,5,0.14209723472595215,6.0,BFS,0.0,na
67,/app/code/tests/cFiles/fse_2020_benchmark/14_lexicographic_array_compare.c,14_lexicographic_array_compare_cfg._Z14compare_arraysPiS_i,"(n, '1.0*n - 1.0')",5,5,0.10208392143249512,6.0,BFS,0.0,na
68,/app/code/tests/cFiles/fse_2020_benchmark/30_euclid_GCD.c,30_euclid_GCD_cfg._Z3gcdii,"(n, '1.0*n - 1.0')",3,3,0.04201698303222656,4.0,BFS,0.0,na
69,/app/code/tests/cFiles/fse_2020_benchmark/21_insertionsort_main.c,21_insertionsort_main_cfg._Z14insertion_sortPii,"('1.5129**n', '0.3051*1.5129**n')",5,8,0.37442493438720703,7.0,BFS,0.0,na
70,/app/code/tests/cFiles/fse_2020_benchmark/21_insertionsort_main.c,21_insertionsort_main_cfg.main,"(1.00000000000000, 1.00000000000000)",38,1,6.748063325881958,46.0,BFS,0.0,na
71,/app/code/tests/cFiles/fse_2020_benchmark/26_quicksort.c,26_quicksort_cfg._Z18quickSortIterativePiii,"('1.7838**n', '0.0329*1.7838**n')",11,60,76.27373766899109,21.0,Taylor,0.0,na
72,/app/code/tests/cFiles/fse_2020_benchmark/13_check_arrays_equal_main.c,13_check_arrays_equal_main_cfg._Z12equal_arraysPiS_i,"(n, '1.0*n - 1.0')",4,4,0.06520581245422363,5.0,BFS,0.0,na
73,/app/code/tests/cFiles/fse_2020_benchmark/13_check_arrays_equal_main.c,13_check_arrays_equal_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.0035543441772460938,3.0,BFS,0.0,na
74,/app/code/tests/cFiles/fse_2020_benchmark/25_heapsort_main.c,25_heapsort_main_cfg._Z9heap_sortPij,"('1.6452**n', '333.6724*0.7399**n + 134.4588*0.7751**n + 8.0299*0.812**n - 170.2428*0.8258**n - 2.9025*0.8605**n + 0.101*1.0417**n - 0.3973*1.0425**n + 0.0439*1.1651**n + 0.0765*1.2548**n - 0.0237*1.3424**n - 0.134*1.5987**n + 0.1559*1.6452**n + 1.4226')",18,6165,213.39887976646423,26.0,Taylor,0.0,na
75,/app/code/tests/cFiles/fse_2020_benchmark/25_heapsort_main.c,25_heapsort_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.004929065704345703,3.0,BFS,0.0,na
76,/app/code/tests/cFiles/fse_2020_benchmark/25_heapsort_main.c,25_heapsort_main_cfg._Z7displayPii,"(n, '1.0*n - 1.0')",3,3,0.041501760482788086,4.0,BFS,0.0,na
77,/app/code/tests/cFiles/fse_2020_benchmark/63_three_loops_symbolic_bounds.c,63_three_loops_symbolic_bounds_cfg._Z18three_loops_boundsiii,"(n**2, '3.5*n**2 - 50.5*n + 202.0')",7,9,0.2215735912322998,10.0,BFS,0.0,na
78,/app/code/tests/cFiles/fse_2020_benchmark/62_three_loops_w_break.c,62_three_loops_w_break_cfg._Z11three_loopsiiii,"(n**3, '0.1667*n**3 - 3.0*n**2 + 19.8333*n - 44.0')",7,15,0.3374142646789551,12.0,BFS,0.0,na
79,/app/code/tests/cFiles/fse_2020_benchmark/06_palindrome_main.c,06_palindrome_main_cfg._Z10palindromei,"(n, '1.0*n - 1.0')",3,3,0.042896270751953125,4.0,BFS,0.0,na
80,/app/code/tests/cFiles/fse_2020_benchmark/06_palindrome_main.c,06_palindrome_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.00523829460144043,3.0,BFS,0.0,na
81,/app/code/tests/cFiles/fse_2020_benchmark/17_edit_dist.c,17_edit_dist_cfg._Z16editDistArraysDPPiS_ii,"('1.8011**n', '0.0319*1.8011**n')",14,90,65.26164746284485,23.0,Taylor,0.0,na
82,/app/code/tests/cFiles/fse_2020_benchmark/17_edit_dist_main.c,17_edit_dist_main_cfg.main,"('1.4875**n', '0.042*1.4875**n')",8,36,1.7736434936523438,19.0,BFS,0.0,na
83,/app/code/tests/cFiles/fse_2020_benchmark/17_edit_dist_main.c,17_edit_dist_main_cfg._Z16editDistArraysDPPiS_ii,"('1.8011**n', '0.0319*1.8011**n')",14,90,65.31031847000122,23.0,Taylor,0.0,na
84,/app/code/tests/cFiles/fse_2020_benchmark/01_greatestof3.c,01_greatestof3_cfg._Z11greatestof3iii,"(1.00000000000000, 1.00000000000000)",1,1,0.008600711822509766,3.0,BFS,0.0,na
85,/app/code/tests/cFiles/fse_2020_benchmark/12_check_sorted_array_main.c,12_check_sorted_array_main_cfg._Z9is_sortedPii,"(n, '1.0*n - 1.0')",4,4,0.08095479011535645,5.0,BFS,0.0,na
86,/app/code/tests/cFiles/fse_2020_benchmark/12_check_sorted_array_main.c,12_check_sorted_array_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.004025459289550781,3.0,BFS,0.0,na
87,/app/code/tests/cFiles/fse_2020_benchmark/51_variance_main.c,51_variance_main_cfg._Z8variancePdi,"(n**3, '0.1667*n**3 - 3.0*n**2 + 19.8333*n - 47.0')",11,9,0.37920641899108887,15.0,BFS,0.0,na
88,/app/code/tests/cFiles/fse_2020_benchmark/51_variance_main.c,51_variance_main_cfg.main,"(1.00000000000000, 1.00000000000000)",1,1,0.0035512447357177734,3.0,BFS,0.0,na
89,/app/code/tests/cFiles/fse_2020_benchmark/22_selectionsort.c,22_selectionsort_cfg._Z14selection_sortPii,"('1.8197**n', '4636606.507*0.6608**n - 1286760.6056*0.7039**n + 703.5437*0.953**n - 418.2739*0.9873**n + 18361.6048*1.0189**n + 7.6711*1.1978**n - 0.7312*1.297**n + 0.0022*1.8197**n - 25799.2809')",10,24,1.525522232055664,16.0,BFS,0.0,na
