,graph_name,apc,cyclo,npath
0,com.puppycrawl.tools.checkstyle.Verifier:verifyType,"(44.0000000000000, 44.0000000000000)",9.0,44.0
1,com.puppycrawl.tools.checkstyle.InputBraces:testIf,"(144.000000000000, 144.000000000000)",9.0,144.0
2,com.puppycrawl.tools.checkstyle.Verifier:verifyVariable,"(79.0000000000000, 79.0000000000000)",15.0,79.0
3,com.puppycrawl.tools.checkstyle.XMLLogger:isReference,"(n, '0.3849*1.0**n + 0.6667*n + 2.3333')",9.0,9.0
4,com.puppycrawl.tools.checkstyle.Verifier:verifyMethod,"('1.2207**n', '11.79*0.7245**n + 0.8429*1.0633**n + 6.9966*1.2207**n + 11.0004*n + 63.0083')",13.0,340.0
5,com.puppycrawl.tools.checkstyle.Main:main,"('1.1673**n', '0.6713*1.099**n + 5.9207*1.1673**n + 19.0')",11.0,53.0
6,com.puppycrawl.tools.checkstyle.Checker:process,"(11.0000000000000, 11.0000000000000)",7.0,11.0
7,com.puppycrawl.tools.checkstyle.XMLLogger:encode,"('1.5916**n', '0.3189*0.6396**n + 0.1128*1.4257**n + 0.0274*1.5111**n + 0.0965*1.5916**n + 0.1424')",9.0,9.0
8,com.puppycrawl.tools.checkstyle.Verifier:checkImports,"('1.359**n', '0.2402*0.7253**n + 0.1516*1.0217**n + 0.1872*1.1575**n + 0.1601*1.359**n + 0.75')",7.0,7.0
9,com.puppycrawl.tools.checkstyle.Verifier:checkThrowsTags,"('1.379**n', '0.2119*0.824**n + 0.1163*0.8408**n + 0.2581*0.9934**n + 0.0392*1.2372**n + 0.1669*1.379**n + 0.0002*n + 0.4973')",7.0,16.0
10,com.puppycrawl.tools.checkstyle.InputBraces:testFor,"('1.2207**n', '2.1438*0.7245**n + 0.0328*1.0633**n + 6.1266*1.2207**n + 0.0208*n**3 + 0.0625*n**2 + 1.9168*n + 7.9367')",6.0,24.0
11,com.puppycrawl.tools.checkstyle.Verifier:verifyWSAroundBegin,"(10.0000000000000, 10.0000000000000)",6.0,10.0
12,com.puppycrawl.tools.checkstyle.StringArrayReader:read,"('1.5442**n', '6.1122*0.6823**n + 1.3582*0.7513**n + 0.1325*1.0283**n + 0.2875*1.0416**n + 0.1212*1.2106**n + 0.1298*1.5442**n + 1.7317')",11.0,38.0
13,com.puppycrawl.tools.checkstyle.Configuration:getBooleanProperty,"(5.00000000000000, 5.00000000000000)",5.0,5.0
14,com.puppycrawl.tools.checkstyle.Verifier:fromPackage,"(4.00000000000000, 4.00000000000000)",4.0,4.0
15,com.puppycrawl.tools.checkstyle.PropertyCacheFile:PropertyCacheFile,"(8.00000000000000, 8.00000000000000)",5.0,8.0
16,com.puppycrawl.tools.checkstyle.Checker:destroy,"('1.4122**n', '0.0949*0.8724**n + 0.3985*0.9238**n + 0.2558*1.0442**n + 0.3388*1.4122**n + 0.4999')",7.0,7.0
17,com.puppycrawl.tools.checkstyle.Verifier:verifyWSAfter,"(8.00000000000000, 8.00000000000000)",6.0,8.0
18,com.puppycrawl.tools.checkstyle.Verifier:setLines,"('1.4768**n', '30.5353*0.4538**n + 0.1374*0.905**n + 0.1981*1.0238**n + 0.0063*1.1367**n + 0.1745*1.2366**n + 0.1235*1.4768**n + 0.1816')",8.0,26.0
19,com.puppycrawl.tools.checkstyle.Verifier:checkParamTags,"('1.379**n', '0.2119*0.824**n + 0.1163*0.8408**n + 0.2581*0.9934**n + 0.0392*1.2372**n + 0.1669*1.379**n + 0.0002*n + 0.4973')",7.0,16.0
20,com.puppycrawl.tools.checkstyle.MyModifierSet:getVisibilityScope,"(4.00000000000000, 4.00000000000000)",4.0,4.0
21,com.puppycrawl.tools.checkstyle.Verifier:verifyNoWSAfter,"(4.00000000000000, 4.00000000000000)",4.0,4.0
22,com.puppycrawl.tools.checkstyle.Verifier:verifyNoWSBefore,"(4.00000000000000, 4.00000000000000)",4.0,4.0
23,com.puppycrawl.tools.checkstyle.JavadocTag:isThrowsTag,"(3.00000000000000, 3.00000000000000)",3.0,3.0
24,com.puppycrawl.tools.checkstyle.LineText:compareTo,"(3.00000000000000, 3.00000000000000)",3.0,3.0
25,com.puppycrawl.tools.checkstyle.PropertyCacheFile:alreadyChecked,"(3.00000000000000, 3.00000000000000)",3.0,3.0
26,com.puppycrawl.tools.checkstyle.Verifier:extractCComment,"(n, '0.5*n + 1.5')",3.0,3.0
27,com.puppycrawl.tools.checkstyle.Verifier:checkReturnTag,"('1.2786**n', '0.0713*0.65**n + 0.4498*0.9591**n + 0.1268*1.1437**n + 0.5603*1.2786**n + 1.0')",5.0,8.0
28,com.puppycrawl.tools.checkstyle.Verifier:reportImport,"('1.2207**n', '0.4382*0.7245**n + 0.2581*1.0633**n + 0.4843*1.2207**n')",4.0,4.0
29,com.puppycrawl.tools.checkstyle.Verifier:inInterfaceBlock,"(3.00000000000000, 3.00000000000000)",3.0,3.0
30,com.puppycrawl.tools.checkstyle.Checker:fireErrors,"('1.272**n', '0.274*1.272**n + 0.0523')",3.0,3.0
31,com.puppycrawl.tools.checkstyle.Checker:fireAuditStarted,"(n, '0.5*n + 1.5')",2.0,2.0
32,com.puppycrawl.tools.checkstyle.Checker:fireFileFinished,"(n, '0.5*n + 1.5')",2.0,2.0
33,com.puppycrawl.tools.checkstyle.Checker:fireAuditFinished,"(n, '0.5*n + 1.5')",2.0,2.0
34,com.puppycrawl.tools.checkstyle.Checker:fireFileStarted,"(n, '0.5*n + 1.5')",2.0,2.0
35,com.puppycrawl.tools.checkstyle.Verifier:getJavadocBefore,"(n, '0.3849*1.0**n + 0.6667*n + 1.6667')",3.0,3.0
36,com.puppycrawl.tools.checkstyle.Configuration:getIntProperty,"(3.00000000000000, 3.00000000000000)",3.0,3.0
37,com.puppycrawl.tools.checkstyle.InputWhitespace:boolTest,"(2.00000000000000, 2.00000000000000)",2.0,2.0
38,com.puppycrawl.tools.checkstyle.PropertyCacheFile:destroy,"(3.00000000000000, 3.00000000000000)",3.0,3.0
39,com.puppycrawl.tools.checkstyle.Verifier:checkHeader,"('1.2207**n', '0.5174*0.7245**n + 0.4569*1.0633**n + 0.9162*1.2207**n + 1.0')",5.0,5.0
40,com.puppycrawl.tools.checkstyle.Scope:isIn,"(2.00000000000000, 2.00000000000000)",2.0,2.0
41,com.puppycrawl.tools.checkstyle.Verifier:basename,"(2.00000000000000, 2.00000000000000)",2.0,2.0
42,com.puppycrawl.tools.checkstyle.StringArrayReader:dataAvailable,"(2.00000000000000, 2.00000000000000)",2.0,2.0
43,com.puppycrawl.tools.checkstyle.Checker:getLines,"(n, '0.5*n + 1.5')",2.0,2.0
44,com.puppycrawl.tools.checkstyle.MyModifierSet:toString,"(n, '0.5*n + 1.5')",2.0,2.0
45,com.puppycrawl.tools.checkstyle.Verifier:inMethodBlock,"(2.00000000000000, 2.00000000000000)",2.0,2.0
46,com.puppycrawl.tools.checkstyle.Verifier:reportStartTypeBlock,"(2.00000000000000, 2.00000000000000)",2.0,2.0
47,com.puppycrawl.tools.checkstyle.MyModifierSet:addModifier,"(2.00000000000000, 2.00000000000000)",2.0,2.0
48,com.puppycrawl.tools.checkstyle.Scope:getInstance,"(2.00000000000000, 2.00000000000000)",2.0,2.0
49,com.puppycrawl.tools.checkstyle.Verifier:checkVariable,"(2.00000000000000, 2.00000000000000)",2.0,2.0
50,com.puppycrawl.tools.checkstyle.InputWhitespace:fastExit,"(2.00000000000000, 2.00000000000000)",2.0,2.0
51,com.puppycrawl.tools.checkstyle.Verifier:createRE,"(2.00000000000000, 2.00000000000000)",2.0,2.0
52,com.puppycrawl.tools.checkstyle.Verifier:reportCComment,"(2.00000000000000, 2.00000000000000)",2.0,2.0
53,com.puppycrawl.tools.checkstyle.Verifier:reportStarImport,"(2.00000000000000, 2.00000000000000)",2.0,2.0
54,com.puppycrawl.tools.checkstyle.Verifier:reportNeedBraces,"(2.00000000000000, 2.00000000000000)",2.0,2.0
55,com.puppycrawl.tools.checkstyle.Configuration:setHeaderFile,"(n, '0.5*n + 1.5')",2.0,2.0
56,com.puppycrawl.tools.checkstyle.Verifier:verifyConstructorLength,"(2.00000000000000, 2.00000000000000)",2.0,2.0
57,com.puppycrawl.tools.checkstyle.Configuration:Configuration,"(2.00000000000000, 2.00000000000000)",2.0,2.0
58,com.puppycrawl.tools.checkstyle.Verifier:verifyMethodLength,"(2.00000000000000, 2.00000000000000)",2.0,2.0
59,com.puppycrawl.tools.checkstyle.Verifier:verifyParameter,"(2.00000000000000, 2.00000000000000)",2.0,2.0
60,com.puppycrawl.tools.checkstyle.Verifier:inCheckScope,"(n, '0.3849*1.0**n + 0.6667*n + 1.6667')",3.0,3.0
61,com.puppycrawl.tools.checkstyle.DefaultLogger:addException,"(2.00000000000000, 2.00000000000000)",2.0,2.0
62,com.puppycrawl.tools.checkstyle.InputWhitespace:method2,"(2.00000000000000, 2.00000000000000)",2.0,2.0
63,com.puppycrawl.tools.checkstyle.AuditEvent:getFileName,"(1.00000000000000, 1.00000000000000)",1.0,1.0
64,com.puppycrawl.tools.checkstyle.AuditEvent:getLine,"(1.00000000000000, 1.00000000000000)",1.0,1.0
65,com.puppycrawl.tools.checkstyle.AuditEvent:getMessage,"(1.00000000000000, 1.00000000000000)",1.0,1.0
66,com.puppycrawl.tools.checkstyle.AuditEvent:toString,"(1.00000000000000, 1.00000000000000)",1.0,1.0
67,com.puppycrawl.tools.checkstyle.Checker:Checker,"(1.00000000000000, 1.00000000000000)",1.0,1.0
68,com.puppycrawl.tools.checkstyle.Checker:addListener,"(1.00000000000000, 1.00000000000000)",1.0,1.0
69,com.puppycrawl.tools.checkstyle.XMLLogger:setOutputStream,"(2.00000000000000, 2.00000000000000)",2.0,2.0
70,com.puppycrawl.tools.checkstyle.AuditEvent:AuditEvent,"(1.00000000000000, 1.00000000000000)",1.0,1.0
71,com.puppycrawl.tools.checkstyle.Configuration:getCacheFile,"(1.00000000000000, 1.00000000000000)",1.0,1.0
72,com.puppycrawl.tools.checkstyle.Configuration:getHeaderLines,"(1.00000000000000, 1.00000000000000)",1.0,1.0
73,com.puppycrawl.tools.checkstyle.Configuration:getHeaderIgnoreLineNo,"(1.00000000000000, 1.00000000000000)",1.0,1.0
74,com.puppycrawl.tools.checkstyle.Configuration:getJavadocScope,"(1.00000000000000, 1.00000000000000)",1.0,1.0
75,com.puppycrawl.tools.checkstyle.Configuration:getMaxConstructorLength,"(1.00000000000000, 1.00000000000000)",1.0,1.0
76,com.puppycrawl.tools.checkstyle.Configuration:getMaxLineLength,"(1.00000000000000, 1.00000000000000)",1.0,1.0
77,com.puppycrawl.tools.checkstyle.Configuration:getMaxFileLength,"(1.00000000000000, 1.00000000000000)",1.0,1.0
78,com.puppycrawl.tools.checkstyle.Configuration:getMemberPat,"(1.00000000000000, 1.00000000000000)",1.0,1.0
79,com.puppycrawl.tools.checkstyle.Configuration:getMaxMethodLength,"(1.00000000000000, 1.00000000000000)",1.0,1.0
80,com.puppycrawl.tools.checkstyle.Configuration:getMemberRegexp,"(1.00000000000000, 1.00000000000000)",1.0,1.0
81,com.puppycrawl.tools.checkstyle.Configuration:getParamPat,"(1.00000000000000, 1.00000000000000)",1.0,1.0
82,com.puppycrawl.tools.checkstyle.Configuration:getParamRegexp,"(1.00000000000000, 1.00000000000000)",1.0,1.0
83,com.puppycrawl.tools.checkstyle.Configuration:getPublicMemberPat,"(1.00000000000000, 1.00000000000000)",1.0,1.0
84,com.puppycrawl.tools.checkstyle.Configuration:getPublicMemberRegexp,"(1.00000000000000, 1.00000000000000)",1.0,1.0
85,com.puppycrawl.tools.checkstyle.Configuration:getStaticFinalRegexp,"(1.00000000000000, 1.00000000000000)",1.0,1.0
86,com.puppycrawl.tools.checkstyle.Configuration:getStaticFinalPat,"(1.00000000000000, 1.00000000000000)",1.0,1.0
87,com.puppycrawl.tools.checkstyle.Configuration:getStaticRegexp,"(1.00000000000000, 1.00000000000000)",1.0,1.0
88,com.puppycrawl.tools.checkstyle.Configuration:getStaticPat,"(1.00000000000000, 1.00000000000000)",1.0,1.0
89,com.puppycrawl.tools.checkstyle.Configuration:getTypePat,"(1.00000000000000, 1.00000000000000)",1.0,1.0
90,com.puppycrawl.tools.checkstyle.Configuration:isAllowNoAuthor,"(1.00000000000000, 1.00000000000000)",1.0,1.0
91,com.puppycrawl.tools.checkstyle.Configuration:getTypeRegexp,"(1.00000000000000, 1.00000000000000)",1.0,1.0
92,com.puppycrawl.tools.checkstyle.Configuration:isAllowProtected,"(1.00000000000000, 1.00000000000000)",1.0,1.0
93,com.puppycrawl.tools.checkstyle.Configuration:isAllowTabs,"(1.00000000000000, 1.00000000000000)",1.0,1.0
94,com.puppycrawl.tools.checkstyle.Configuration:isIgnoreCastWhitespace,"(1.00000000000000, 1.00000000000000)",1.0,1.0
95,com.puppycrawl.tools.checkstyle.Configuration:isIgnoreImportLength,"(1.00000000000000, 1.00000000000000)",1.0,1.0
