,graph_name,apc,cyclo,npath
52,com.puppycrawl.tools.checkstyle.coding.InputVariableDeclarationUsageDistanceCheck:testMethod15,"(n**2, '6.75*n**2 + 144.0*n + 771.0')",9.0,108
53,com.google.checkstyle.test.chapter4formatting.rule42blockindentaion.FooForClass:fooMethodWithIf,"(n**5, '0.001*n**5 + 0.02*n**4 + 0.1955*n**3 + 0.9992*n**2 + 2.2922*n + 1.3481')",7.0,64
54,com.puppycrawl.tools.checkstyle.utils.CheckUtils:isGetterMethod,"(30.0000000000000, 30.0000000000000)",11.0,30
55,com.puppycrawl.tools.checkstyle.utils.CheckUtils:isSetterMethod,"(30.0000000000000, 30.0000000000000)",11.0,30
56,com.google.checkstyle.test.chapter4formatting.rule452indentcontinuationlines.FooForClass:fooMethodWithIf,"(n**5, '0.001*n**5 + 0.02*n**4 + 0.1955*n**3 + 0.9992*n**2 + 2.2922*n + 1.3481')",7.0,64
57,com.puppycrawl.tools.checkstyle.Main:validateCli,"(97.0000000000000, 97.0000000000000)",11.0,97
58,com.puppycrawl.tools.checkstyle.api.LocalizedMessage:equals,"(13.0000000000000, 13.0000000000000)",13.0,13
59,com.google.checkstyle.test.chapter4formatting.rule4841indentation.FooForClass:fooMethodWithIf,"(n**5, '0.001*n**5 + 0.02*n**4 + 0.1955*n**3 + 0.9992*n**2 + 2.2922*n + 1.3481')",7.0,64
60,com.puppycrawl.tools.checkstyle.ConfigurationLoader:parsePropertyString,"('1.3555**n', '0.0819*1.1177**n + 0.1591*1.1237**n + 0.0999*1.2533**n + 0.3046*1.3555**n + 0.5713')",8.0,20
61,com.puppycrawl.tools.checkstyle.checks.ClassResolver:resolve,"('1.2207**n', '1.8529*0.7245**n + 0.2911*1.0633**n + 3.3283*1.2207**n + 10.0001')",10.0,32
62,com.puppycrawl.tools.checkstyle.checks.coding.FinalLocalVariableCheck:visitToken,"(15.0000000000000, 15.0000000000000)",15.0,15
63,com.puppycrawl.tools.checkstyle.checks.coding.MultipleVariableDeclarationsCheck:visitToken,"(37.0000000000000, 37.0000000000000)",10.0,37
64,com.puppycrawl.tools.checkstyle.checks.coding.EqualsAvoidNullCheck:isCalledOnStringField,"('1.1939**n', '1.4573*0.8424**n + 0.3849*1.0**n + 0.197*1.0865**n + 1.3809*1.1939**n + 0.6667*n + 5.9999')",9.0,9
65,com.puppycrawl.tools.checkstyle.utils.JavadocUtils:getJavadocTags,"('1.4715**n', '3.7406*0.7371**n + 0.1165*1.1401**n + 0.0775*1.2698**n + 0.1183*1.2881**n + 0.0877*1.4715**n + 0.1641')",10.0,26
66,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck:visitOtherTokens,"('1.298**n', '1.1324*1.0287**n + 0.0653*1.2066**n + 0.6579*1.298**n + 4.5')",9.0,45
67,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:getFirstNodeInsideIfBlock,"('1.3029**n', '120.8492*0.4963**n + 0.0415*1.136**n + 0.3188*1.2642**n + 0.7404*1.3029**n + 1.3997')",10.0,49
68,com.google.checkstyle.test.base.IndentationConfigurationBuilder:getLinesWithWarnAndCheckComments,"('1.1987**n', '0.6977*0.8061**n + 0.2457*0.9847**n + 0.0633*1.1507**n + 1.6573*1.1987**n + 0.8')",9.0,10
69,com.puppycrawl.tools.checkstyle.InputOneCharInintVarName:fooMethod,"(n**5, '0.0009*n**5 + 0.0152*n**4 + 0.1267*n**3 + 0.5467*n**2 + 1.0497*n + 0.5561')",7.0,64
70,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:isInThrows,"('1.2298**n', '82.2784*0.4928**n + 0.029*0.8422**n + 0.0366*1.0749**n + 0.4209*1.099**n + 10.6561*1.1673**n + 0.4382*1.195**n + 6.8359*1.2298**n + 4.0003')",9.0,40
71,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck:visitToken,"(39.0000000000000, 39.0000000000000)",11.0,39
72,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocVariableCheck:shouldCheck,"(20.0000000000000, 20.0000000000000)",10.0,20
73,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:getLinesWithWarnAndCheckComments,"('1.1987**n', '0.6977*0.8061**n + 0.2457*0.9847**n + 0.0633*1.1507**n + 1.6573*1.1987**n + 0.8')",9.0,10
74,com.puppycrawl.tools.checkstyle.checks.naming.AbstractAccessControlNameCheck:shouldCheckInScope,"(124.000000000000, 124.000000000000)",12.0,124
75,com.puppycrawl.tools.checkstyle.api.ScopeTest:testIsInNothing,"(32.0000000000000, 32.0000000000000)",6.0,32
76,com.puppycrawl.tools.checkstyle.checks.whitespace.NoWhitespaceAfterCheck:getArrayTypeOrIdentifier,"(n, '0.5*n + 3.0')",8.0,8
77,com.puppycrawl.tools.checkstyle.checks.modifier.ModifierOrderCheck:checkOrderSuggestedByJLS,"('1.345**n', '0.434*0.872**n + 0.1244*1.1212**n + 0.0026*1.2473**n + 0.5505*1.345**n + 0.4998*n + 3.8722')",10.0,36
78,com.puppycrawl.tools.checkstyle.XMLLogger:isReference,"(n, '0.3849*1.0**n + 0.6667*n + 1.0')",8.0,8
79,com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolder:visitToken,"(n, '2.0*n + 10.0')",8.0,18
80,com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck:checkCheckClosingParens,"(27.0000000000000, 27.0000000000000)",10.0,27
81,com.puppycrawl.tools.checkstyle.coding.InputVariableDeclarationUsageDistanceCheck:buildTree,"('1.3345**n', '0.0526*1.1217**n + 0.0557*1.1523**n + 0.1267*1.2049**n + 0.0842*1.2512**n + 0.06*1.2564**n + 0.1424*1.3345**n + 0.0714')",7.0,16
82,com.puppycrawl.tools.checkstyle.checks.blocks.EmptyBlockCheck:hasText,"(12.0000000000000, 12.0000000000000)",7.0,12
83,com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheck:validate,"(22.0000000000000, 22.0000000000000)",10.0,22
84,com.puppycrawl.tools.checkstyle.checks.coding.DeclarationOrderCheck:processModifiers,"(21.0000000000000, 21.0000000000000)",9.0,21
85,com.puppycrawl.tools.checkstyle.checks.annotation.SuppressWarningsCheck:visitToken,"('1.4577**n', '0.132*1.1965**n + 0.1765*1.1989**n + 0.1102*1.4577**n + 2.4999')",9.0,15
86,com.puppycrawl.tools.checkstyle.checks.coding.ExplicitInitializationCheck:visitToken,"(82.0000000000000, 82.0000000000000)",10.0,82
87,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck:leaveToken,"(15.0000000000000, 15.0000000000000)",9.0,15
88,com.puppycrawl.tools.checkstyle.coding.InputNestedForDepth:nestedForFiveLevel,"('1.3853**n', '2154885.982*0.5335**n + 2.8478*0.9115**n + 2.1343*1.1444**n + 4.0526*1.2971**n + 0.0269*1.3853**n + 28.6127')",6.0,6
89,com.puppycrawl.tools.checkstyle.filters.SuppressionsLoader:startElement,"(35.0000000000000, 35.0000000000000)",9.0,35
90,com.puppycrawl.tools.checkstyle.checks.coding.IllegalInstantiationCheck:getIllegalInstantiation,"('1.2149**n', '0.209*1.0849**n + 0.4103*1.1827**n + 1.1407*1.2149**n + 3.0001')",7.0,15
91,com.puppycrawl.tools.checkstyle.coding.InputInnerAssignment:demoBug1195047Comment3,"(n**5, '0.001*n**5 + 0.0365*n**4 + 0.5*n**3 + 3.3542*n**2 + 10.9833*n + 14.0')",7.0,64
92,com.puppycrawl.tools.checkstyle.coding.InputReturnFromFinallyCheck:thisNull,"(36.0000000000000, 36.0000000000000)",7.0,36
93,com.puppycrawl.tools.checkstyle.utils.CheckUtils:parseDouble,"(38.0000000000000, 38.0000000000000)",10.0,38
94,com.puppycrawl.tools.checkstyle.checks.whitespace.NoWhitespaceBeforeCheck:visitToken,"('1.1673**n', '0.9589*1.099**n + 4.9749*1.1673**n + 13.0')",9.0,35
95,com.puppycrawl.tools.checkstyle.utils.CommonUtils:matchesFileExtension,"('1.2207**n', '136.5259*0.7245**n + 0.9695*1.0633**n + 7.0713*1.1892**n + 3.7364*1.2207**n + 6.4533')",7.0,11
96,com.puppycrawl.tools.checkstyle.checks.blocks.RightCurlyCheck:getDetails,"(10.0000000000000, 10.0000000000000)",10.0,10
97,com.puppycrawl.tools.checkstyle.XMLLogger:encode,"('1.5916**n', '0.3189*0.6396**n + 0.1128*1.4257**n + 0.0274*1.5111**n + 0.0965*1.5916**n + 0.1424')",9.0,9
98,com.puppycrawl.tools.checkstyle.checks.coding.MagicNumberCheck:visitToken,"(25.0000000000000, 25.0000000000000)",10.0,25
99,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck:visitToken,"(35.0000000000000, 35.0000000000000)",10.0,35
100,com.puppycrawl.tools.checkstyle.checks.indentation.AbstractExpressionHandler:checkLinesIndent,"('1.2207**n', '0.3066*1.0633**n + 2.0635*1.2207**n + 7.0')",8.0,25
101,com.google.checkstyle.test.chapter4formatting.rule411bracesareused.NeedBracesInput:testFor,"('1.2207**n', '2.1438*0.7245**n + 0.0328*1.0633**n + 6.1266*1.2207**n + 0.0208*n**3 + 0.0625*n**2 + 1.9168*n + 7.9367')",6.0,24
102,com.puppycrawl.tools.checkstyle.InputBraces:testFor,"('1.2207**n', '2.1438*0.7245**n + 0.0328*1.0633**n + 6.1266*1.2207**n + 0.0208*n**3 + 0.0625*n**2 + 1.9168*n + 7.9367')",6.0,24
103,com.puppycrawl.tools.checkstyle.checks.coding.CovariantEqualsCheck:visitToken,"('1.3619**n', '0.1248*0.9474**n + 0.2185*1.1095**n + 0.058*1.2144**n + 0.3025*1.3619**n + 0.1667*n + 0.9445')",8.0,16
104,com.puppycrawl.tools.checkstyle.checks.whitespace.MethodParamPadCheck:visitToken,"(19.0000000000000, 19.0000000000000)",9.0,19
105,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:getMethodTags,"('1.3559**n', '0.2145*0.9143**n + 0.1585*1.0726**n + 0.1913*1.0899**n + 0.2012*1.3559**n + 0.2')",7.0,7
106,com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheck:getDisallowedAbbreviation,"('1.3471**n', '1.4737*0.6875**n + 0.3426*1.1584**n + 0.0763*1.1703**n + 0.5735*1.3471**n + 2.0002')",8.0,18
107,com.google.checkstyle.test.chapter4formatting.rule451wheretobreack.MethodParamPadInput:testGenerics1,"('1.4656**n', '43.4231*0.826**n + 3.9001*1.1892**n + 0.2044*1.4656**n + 1.5573*n + 12.3714')",6.0,12
108,com.puppycrawl.tools.checkstyle.indentation.InputValidSwitchIndent:method1,"(64.0000000000000, 64.0000000000000)",10.0,64
109,com.puppycrawl.tools.checkstyle.checks.javadoc.TagParser:getNextCharPos,"('1.6021**n', '11.3987*0.5209**n + 8.8835*0.9101**n + 0.165*0.9166**n + 0.0451*1.0656**n + 0.1398*1.1748**n + 0.0201*1.6021**n + 6.998')",10.0,13
110,com.google.checkstyle.test.chapter4formatting.rule451wheretobreack.OperatorWrapAssignInput:testGenerics1,"('1.4656**n', '43.4231*0.826**n + 3.9001*1.1892**n + 0.2044*1.4656**n + 1.5573*n + 12.3714')",6.0,12
111,com.puppycrawl.tools.checkstyle.checks.annotation.MissingOverrideCheck:visitToken,"(23.0000000000000, 23.0000000000000)",10.0,23
112,com.puppycrawl.tools.checkstyle.checks.coding.FallThroughCheck:visitToken,"(22.0000000000000, 22.0000000000000)",8.0,22
113,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:visitToken,"(21.0000000000000, 21.0000000000000)",9.0,21
114,com.puppycrawl.tools.checkstyle.checks.design.VisibilityModifierCheck:hasProperAccessModifier,"(21.0000000000000, 21.0000000000000)",10.0,21
115,com.google.checkstyle.test.chapter4formatting.rule451wheretobreack.OperatorWrapInput:testGenerics1,"('1.4656**n', '43.4231*0.826**n + 3.9001*1.1892**n + 0.2044*1.4656**n + 1.5573*n + 12.3714')",6.0,12
116,com.puppycrawl.tools.checkstyle.checks.design.VisibilityModifierCheck:isImmutableField,"(19.0000000000000, 19.0000000000000)",8.0,19
117,com.puppycrawl.tools.checkstyle.checks.imports.ImportControlCheck:visitToken,"(8.00000000000000, 8.00000000000000)",7.0,8
118,com.puppycrawl.tools.checkstyle.checks.imports.ImportOrderCheck:doVisitTokenInSameGroup,"(13.0000000000000, 13.0000000000000)",8.0,13
119,com.puppycrawl.tools.checkstyle.utils.ScopeUtils:getSurroundingScope,"('1.4053**n', '46.0817*0.4374**n + 0.1339*0.8601**n + 0.0956*1.0355**n + 0.2013*1.0897**n + 0.135*1.3143**n + 0.1372*1.4053**n + 0.1666')",9.0,15
120,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocTypeCheck:shouldCheck,"(24.0000000000000, 24.0000000000000)",9.0,24
121,com.puppycrawl.tools.checkstyle.checks.annotation.MissingDeprecatedCheck:checkTagAtTheRestOfComment,"('1.378**n', '0.1398*0.9982**n + 0.1417*1.179**n + 0.1272*1.1868**n + 0.1845*1.378**n + 0.1667')",7.0,8
122,com.puppycrawl.tools.checkstyle.checks.imports.ImportOrderCheck:setGroups,"('1.2812**n', '1.2105*0.4549**n + 0.2404*1.1005**n + 0.0519*1.1028**n + 0.0235*1.1649**n + 0.4593*1.2812**n + 0.6666')",6.0,6
123,com.puppycrawl.tools.checkstyle.checks.javadoc.AbstractJavadocCheck:walk,"('1.4745**n', '0.8878*0.6691**n + 0.2611*0.9281**n + 0.0628*1.3262**n + 0.051*1.4745**n + 0.4286')",7.0,13
124,com.puppycrawl.tools.checkstyle.checks.regexp.RegexpCheck:findMatch,"(13.0000000000000, 13.0000000000000)",9.0,13
125,com.puppycrawl.tools.checkstyle.checks.whitespace.WhitespaceAroundCheck:visitToken,"(22.0000000000000, 22.0000000000000)",9.0,22
126,com.puppycrawl.tools.checkstyle.filters.SuppressElement:equals,"(9.00000000000000, 9.00000000000000)",9.0,9
127,com.puppycrawl.tools.checkstyle.checks.whitespace.GenericWhitespaceCheck:processStart,"(33.0000000000000, 33.0000000000000)",10.0,33
128,com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheck:processMethods,"(n**2, '0.1283*1.0**n*n + 1.2658*1.0**n + 0.2222*n**2 + 1.5556*n + 3.4815')",7.0,15
129,com.puppycrawl.tools.checkstyle.api.ScopeTest:testIsInPublic,"(16.0000000000000, 16.0000000000000)",5.0,16
130,com.puppycrawl.tools.checkstyle.indentation.InputInvalidSwitchIndent:method1,"(48.0000000000000, 48.0000000000000)",9.0,48
131,com.puppycrawl.tools.checkstyle.indentation.InputValidBinaryOpIndent:method1,"(64.0000000000000, 64.0000000000000)",7.0,64
132,com.puppycrawl.tools.checkstyle.UpdateClass:fooMethod,"(n**2, '1.0*n**2 + 13.0*n + 42.0')",7.0,36
133,com.puppycrawl.tools.checkstyle.utils.ScopeUtils:isLocalVariableDef,"(15.0000000000000, 15.0000000000000)",7.0,15
134,com.puppycrawl.tools.checkstyle.checks.javadoc.WriteTagCheck:checkTag,"('1.3378**n', '0.0118*0.876**n + 0.2755*1.0641**n + 0.0705*1.2277**n + 0.2675*1.3378**n + 0.3334')",7.0,11
135,com.puppycrawl.tools.checkstyle.checks.AbstractDeclarationCollector:collectDeclarations,"(9.00000000000000, 9.00000000000000)",9.0,9
136,com.puppycrawl.tools.checkstyle.checks.AbstractTypeAwareCheck:visitToken,"(7.00000000000000, 7.00000000000000)",7.0,7
137,com.puppycrawl.tools.checkstyle.checks.ArrayTypeStyleCheck:visitToken,"(9.00000000000000, 9.00000000000000)",7.0,9
138,com.puppycrawl.tools.checkstyle.checks.DescendantTokenCheck:logAsTotal,"(n, '4.5*n + 35.5')",6.0,18
139,com.puppycrawl.tools.checkstyle.InputBracesSingleLineStatements:loopTest,"(n**7, '0.0001*n**7 + 0.001*n**6 + 0.0059*n**5 + 0.0201*n**4 + 0.0298*n**3 + 0.015*n**2 + 0.0178*n + 0.0027')",10.0,512
140,com.puppycrawl.tools.checkstyle.utils.AnnotationUtility:getAnnotation,"('1.2207**n', '1.7572*0.7245**n + 0.1101*1.0633**n + 0.663*1.2207**n + 1.0')",7.0,7
141,com.google.checkstyle.test.base.ConfigurationBuilder:getCheckConfig,"('1.2403**n', '1.077*0.6307**n + 0.1291*0.9441**n + 0.1864*1.1014**n + 0.0585*1.1413**n + 0.784*1.2403**n + 0.9999')",6.0,6
142,com.puppycrawl.tools.checkstyle.checks.coding.EqualsHashCodeCheck:visitToken,"(26.0000000000000, 26.0000000000000)",10.0,26
