,graph_name,apc,cyclo,npath
40,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:checkParamTags,"('1.4486**n', '1238.6957*0.7301**n + 5.3859*0.8318**n + 1.0978*0.8417**n + 0.1078*1.0388**n + 0.3654*1.1399**n + 0.0603*1.1585**n + 0.0252*1.1851**n + 0.1332*1.4486**n + 0.0053*n**2 + 0.4296*n + 6.9921')",14.0,192.0
41,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:isVariableInOperatorExpr,"(n**2, '0.3849*1.0**n + 0.25*n**2 + 0.3333*n + 10.25')",12.0,28.0
42,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheck:checkHtml,"('1.3803**n', '0.0629*0.9404**n + 0.0628*1.0**n + 0.04*1.0952**n + 0.2095*1.142**n + 0.1268*1.2109**n + 0.3958*1.3078**n + 0.481*1.3803**n + 0.168')",11.0,31.0
43,com.puppycrawl.tools.checkstyle.checks.imports.RedundantImportCheck:visitToken,"('1.2207**n', '0.3485*1.0633**n + 1.1473*1.2207**n + 3.0')",9.0,13.0
44,com.puppycrawl.tools.checkstyle.checks.coding.MultipleVariableDeclarationsCheck:visitToken,"(57.0000000000000, 57.0000000000000)",11.0,57.0
45,com.puppycrawl.tools.checkstyle.checks.design.VisibilityModifierCheck:visitToken,"(68.0000000000000, 68.0000000000000)",14.0,68.0
46,com.puppycrawl.tools.checkstyle.checks.naming.AbstractAccessControlNameCheck:shouldCheckInScope,"(125.000000000000, 125.000000000000)",13.0,125.0
47,com.puppycrawl.tools.checkstyle.checks.RegexpCheck:findMatch,"(154.000000000000, 154.000000000000)",14.0,154.0
48,com.puppycrawl.tools.checkstyle.filters.SuppressElement:accept,"(66.0000000000000, 66.0000000000000)",14.0,66.0
49,com.puppycrawl.tools.checkstyle.checks.whitespace.NoWhitespaceBeforeCheck:visitToken,"('1.1673**n', '0.4839*1.099**n + 16.0157*1.1673**n + 60.9999')",12.0,131.0
50,com.puppycrawl.tools.checkstyle.checks.DeclarationCollector:collectDeclarations,"(12.0000000000000, 12.0000000000000)",12.0,12.0
51,com.puppycrawl.tools.checkstyle.checks.blocks.EmptyBlockCheck:hasText,"(n, '0.7698*1.0**n + 1.3333*n + 2.0')",9.0,16.0
52,com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheck:visitToken,"(24.0000000000000, 24.0000000000000)",10.0,24.0
53,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:isGetterMethod,"(11.0000000000000, 11.0000000000000)",11.0,11.0
54,com.puppycrawl.tools.checkstyle.checks.indentation.MethodCallHandler:getLevelImpl,"(n, '0.5*n + 6.0')",10.0,10.0
55,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:isSetterMethod,"(11.0000000000000, 11.0000000000000)",11.0,11.0
56,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocVariableCheck:shouldCheck,"(20.0000000000000, 20.0000000000000)",10.0,20.0
57,com.puppycrawl.tools.checkstyle.filters.SuppressionsLoader:startElement,"(36.0000000000000, 36.0000000000000)",10.0,36.0
58,com.puppycrawl.tools.checkstyle.doclets.TokenTypesDoclet:start,"('1.4036**n', '33.5715*0.793**n + 0.1441*1.0644**n + 0.1468*1.4036**n + 3.4529')",12.0,17.0
59,com.puppycrawl.tools.checkstyle.Main:main,"(35.0000000000000, 35.0000000000000)",8.0,35.0
60,com.puppycrawl.tools.checkstyle.api.ScopeUtils:isLocalVariableDef,"(9.00000000000000, 9.00000000000000)",9.0,9.0
61,com.puppycrawl.tools.checkstyle.checks.coding.EqualsAvoidNullCheck:visitToken,"(24.0000000000000, 24.0000000000000)",12.0,24.0
62,com.puppycrawl.tools.checkstyle.checks.javadoc.TagParser:parseTags,"('1.3398**n', '0.0437*1.0506**n + 0.0466*1.1267**n + 0.0802*1.1896**n + 0.0491*1.1924**n + 0.1254*1.1972**n + 0.0869*1.2156**n + 0.1546*1.3398**n + 0.0589')",9.0,19.0
63,com.puppycrawl.tools.checkstyle.checks.modifier.ModifierOrderCheck:checkOrderSuggestedByJLS,"('1.2456**n', '0.307*0.9797**n + 0.0818*1.1604**n + 3.7671*1.2456**n + 1.0001*n + 3.9978')",11.0,37.0
64,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck:visitToken,"(35.0000000000000, 35.0000000000000)",10.0,35.0
65,com.puppycrawl.tools.checkstyle.checks.design.FinalClassCheck:visitToken,"(13.0000000000000, 13.0000000000000)",9.0,13.0
66,com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheck:getDisallowedAbbreviation,"('1.3719**n', '3.7258*0.7395**n + 0.2593*0.8745**n + 0.1392*1.1906**n + 0.0189*1.2296**n + 0.5558*1.3719**n + 2.4996')",11.0,35.0
67,com.puppycrawl.tools.checkstyle.ConfigurationLoader:parsePropertyString,"('1.4307**n', '0.0281*1.002**n + 0.1623*1.1491**n + 0.0804*1.2577**n + 0.2256*1.4307**n + 0.5712')",8.0,20.0
68,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck:visitToken,"('1.298**n', '0.4757*1.0287**n + 0.0568*1.2066**n + 0.2589*1.298**n + 3.5')",9.0,17.0
69,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:getFirstNodeInsideIfBlock,"('1.3029**n', '120.8492*0.4963**n + 0.0415*1.136**n + 0.3188*1.2642**n + 0.7404*1.3029**n + 1.3997')",10.0,49.0
70,com.puppycrawl.tools.checkstyle.checks.whitespace.WhitespaceAfterCheck:visitToken,"(30.0000000000000, 30.0000000000000)",11.0,30.0
71,com.puppycrawl.tools.checkstyle.api.ScopeTest:testIsInNothing,"(32.0000000000000, 32.0000000000000)",6.0,32.0
72,com.puppycrawl.tools.checkstyle.api.AutomaticBean:configure,"(n**2, '0.0887*n**2 + 0.9436*n + 15.067')",10.0,11.0
73,com.puppycrawl.tools.checkstyle.checks.whitespace.NoWhitespaceAfterCheck:visitToken,"('1.1673**n', '1.3989*1.099**n + 9.2368*1.1673**n + 30.0')",9.0,66.0
74,com.puppycrawl.tools.checkstyle.checks.CheckUtils:parseDouble,"(38.0000000000000, 38.0000000000000)",10.0,38.0
75,com.puppycrawl.tools.checkstyle.checks.coding.RedundantThrowsCheck:checkException,"('1.3646**n', '398.501*0.4247**n + 0.5973*1.031**n + 0.0814*1.1234**n + 0.0052*1.2864**n + 0.4596*1.3646**n + 1.4996')",9.0,36.0
76,com.puppycrawl.tools.checkstyle.checks.coding.MagicNumberCheck:visitToken,"(n, '0.3849*1.0**n + 2.6667*n + 12.3333')",9.0,21.0
77,com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck:leaveToken,"(15.0000000000000, 15.0000000000000)",9.0,15.0
78,com.puppycrawl.tools.checkstyle.checks.naming.LocalVariableNameCheck:mustCheckName,"(24.0000000000000, 24.0000000000000)",8.0,24.0
79,com.puppycrawl.tools.checkstyle.checks.naming.StaticVariableNameCheck:mustCheckName,"(45.0000000000000, 45.0000000000000)",9.0,45.0
80,com.puppycrawl.tools.checkstyle.Checker:process,"('1.2365**n', '1.2076*0.8562**n + 0.4377*1.0504**n + 1.6891*1.2365**n + 0.5002*n + 2.4988')",7.0,16.0
81,com.puppycrawl.tools.checkstyle.checks.duplicates.StrictDuplicateCodeCheck:findDuplicateFromLine,"('1.475**n', '0.0633*0.7029**n + 0.1444*0.895**n + 0.1388*1.0954**n + 0.1842*1.2088**n + 0.0919*1.475**n')",9.0,18.0
82,com.puppycrawl.tools.checkstyle.api.AbstractFileSetCheck:fileExtensionMatches,"('1.1892**n', '1.9806*1.0**n + 3.448*1.1892**n + 0.7854*n + 3.5481')",7.0,11.0
83,com.puppycrawl.tools.checkstyle.XMLLogger:isReference,"(n, '0.3849*1.0**n + 0.6667*n + 1.3333')",8.0,8.0
84,com.puppycrawl.tools.checkstyle.checks.AbstractTypeAwareCheck:leaveToken,"(12.0000000000000, 12.0000000000000)",8.0,12.0
85,com.puppycrawl.tools.checkstyle.checks.javadoc.AbstractJavadocCheck:convertParseTree2DetailNode,"('1.4069**n', '27375.7855*0.4071**n + 0.1479*1.0286**n + 0.0355*1.1424**n + 0.0021*1.2646**n + 0.0666*1.4069**n + 0.2159*n + 1.354')",9.0,32.0
86,com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck:checkCheckClosingParens,"(20.0000000000000, 20.0000000000000)",9.0,20.0
87,com.puppycrawl.tools.checkstyle.api.FileContents:hasIntersectionWithComment,"('1.2207**n', '0.6969*0.7245**n*n + 3.1927*0.7245**n + 0.026*1.0633**n*n + 0.3036*1.0633**n + 0.1056*1.2207**n*n + 0.0415*1.2207**n + 1.0')",7.0,13.0
88,com.puppycrawl.tools.checkstyle.checks.javadoc.AbstractJavadocCheck:walk,"('1.4745**n', '1.3837*0.6691**n + 0.2814*0.9281**n + 0.0474*1.3262**n + 0.0346*1.4745**n + 1.4286')",8.0,14.0
89,com.puppycrawl.tools.checkstyle.checks.blocks.LeftCurlyCheck:skipAnnotationOnlyLines,"(n, '0.7698*1.0**n + 1.3333*n + 6.0')",7.0,10.0
90,com.puppycrawl.tools.checkstyle.XMLLogger:encode,"('1.5916**n', '0.3189*0.6396**n + 0.1128*1.4257**n + 0.0274*1.5111**n + 0.0965*1.5916**n + 0.1424')",9.0,9.0
91,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck:processVariable,"(42.0000000000000, 42.0000000000000)",12.0,42.0
92,com.puppycrawl.tools.checkstyle.checks.indentation.LineWrappingHandler:checkIndentation,"('1.3426**n', '0.1434*0.8837**n + 0.2878*1.0562**n + 0.2757*1.3426**n + 0.4001')",8.0,14.0
93,com.puppycrawl.tools.checkstyle.checks.coding.VariableDeclarationUsageDistanceCheck:visitToken,"(21.0000000000000, 21.0000000000000)",9.0,21.0
94,com.puppycrawl.tools.checkstyle.checks.indentation.SlistHandler:hasBlockParent,"(12.0000000000000, 12.0000000000000)",12.0,12.0
95,com.puppycrawl.tools.checkstyle.checks.whitespace.MethodParamPadCheck:visitToken,"(19.0000000000000, 19.0000000000000)",9.0,19.0
96,com.puppycrawl.tools.checkstyle.TreeWalker:processFiltered,"(13.0000000000000, 13.0000000000000)",8.0,13.0
97,com.puppycrawl.tools.checkstyle.checks.indentation.ExpressionHandler:checkLinesIndent,"('1.2207**n', '0.3066*1.0633**n + 2.0635*1.2207**n + 7.0')",8.0,25.0
98,com.puppycrawl.tools.checkstyle.api.LocalizedMessage:equals,"(7.00000000000000, 7.00000000000000)",7.0,7.0
99,com.puppycrawl.tools.checkstyle.checks.annotation.SuppressWarningsCheck:visitToken,"('1.3378**n', '0.197*0.876**n + 0.2035*1.0641**n + 0.0746*1.2277**n + 0.2687*1.3378**n + 1.3334')",8.0,8.0
100,com.puppycrawl.tools.checkstyle.api.ScopeUtils:getSurroundingScope,"('1.4053**n', '46.0817*0.4374**n + 0.1339*0.8601**n + 0.0956*1.0355**n + 0.2013*1.0897**n + 0.135*1.3143**n + 0.1372*1.4053**n + 0.1666')",9.0,15.0
101,com.puppycrawl.tools.checkstyle.checks.annotation.MissingOverrideCheck:visitToken,"(23.0000000000000, 23.0000000000000)",10.0,23.0
102,com.puppycrawl.tools.checkstyle.checks.coding.FallThroughCheck:visitToken,"(27.0000000000000, 27.0000000000000)",8.0,27.0
103,com.puppycrawl.tools.checkstyle.checks.coding.MagicNumberCheck:findContainingConstantDef,"(n, '3.7814*n + 20.7521')",8.0,20.0
104,com.puppycrawl.tools.checkstyle.checks.coding.MagicNumberCheck:isInHashCodeMethod,"(n, '0.3849*1.0**n + 2.6667*n + 14.3333')",7.0,13.0
105,com.puppycrawl.tools.checkstyle.api.AnnotationUtility:getAnnotation,"('1.2207**n', '1.7572*0.7245**n + 0.1101*1.0633**n + 0.663*1.2207**n + 1.0')",7.0,7.0
106,com.puppycrawl.tools.checkstyle.checks.coding.CovariantEqualsCheck:visitToken,"('1.3619**n', '0.1248*0.9474**n + 0.2185*1.1095**n + 0.058*1.2144**n + 0.3025*1.3619**n + 0.1667*n + 0.9445')",8.0,16.0
107,com.puppycrawl.tools.checkstyle.checks.imports.ImportOrderCheck:doVisitTokenInSameGroup,"(13.0000000000000, 13.0000000000000)",8.0,13.0
108,com.puppycrawl.tools.checkstyle.checks.imports.ImportControlCheck:visitToken,"(8.00000000000000, 8.00000000000000)",7.0,8.0
109,com.puppycrawl.tools.checkstyle.checks.imports.CustomImportOrderCheck:compare,"(n, '3.1576*n + 15.1466')",8.0,19.0
110,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocTypeCheck:shouldCheck,"(24.0000000000000, 24.0000000000000)",9.0,24.0
111,com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck:checkTrailingComma,"('1.3648**n', '1.262*0.509**n + 0.3728*0.7429**n + 0.1377*1.0718**n + 0.0777*1.2987**n + 0.1017*1.3648**n + 1.8')",7.0,9.0
112,com.puppycrawl.tools.checkstyle.checks.whitespace.GenericWhitespaceCheck:processStart,"(33.0000000000000, 33.0000000000000)",10.0,33.0
113,com.puppycrawl.tools.checkstyle.checks.duplicates.ChecksumInfo:findLinesWithChecksum,"(n**3, '0.0741*1.0**n*n + 0.3501*1.0**n + 0.037*n**3 + 0.5*n**2 + 2.0926*n + 1.6666')",7.0,19.0
114,com.puppycrawl.tools.checkstyle.checks.indentation.LineWrappingHandler:checkAnnotationIndentation,"('1.3721**n', '0.1313*0.8571**n + 0.2881*0.8622**n + 0.1225*1.0369**n + 0.3443*1.1782**n + 0.2901*1.3721**n + 0.286')",10.0,10.0
115,com.puppycrawl.tools.checkstyle.api.ScopeTest:testIsInPublic,"(16.0000000000000, 16.0000000000000)",5.0,16.0
116,com.puppycrawl.tools.checkstyle.gui.ParseTreeInfoPanel:openFile,"(n**2, '0.25*n**2 + 3.5*n + 15.25')",7.0,11.0
117,com.puppycrawl.tools.checkstyle.PropertyCacheFile:PropertyCacheFile,"(13.0000000000000, 13.0000000000000)",8.0,13.0
118,com.puppycrawl.tools.checkstyle.CheckStyleTask:createOverridingProperties,"(n**2, '0.25*n**2 + 2.5*n + 9.25')",7.0,11.0
119,com.puppycrawl.tools.checkstyle.checks.javadoc.WriteTagCheck:checkTag,"('1.3378**n', '0.0118*0.876**n + 0.2755*1.0641**n + 0.0705*1.2277**n + 0.2675*1.3378**n + 0.3334')",7.0,11.0
120,com.puppycrawl.tools.checkstyle.checks.imports.ImportOrderCheck:setGroups,"('1.2812**n', '1.2105*0.4549**n + 0.2404*1.1005**n + 0.0519*1.1028**n + 0.0235*1.1649**n + 0.4593*1.2812**n + 0.6666')",6.0,6.0
121,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocUtils:branchContains,"('1.3484**n', '0.2873*0.8072**n + 1.5448*0.9003**n + 0.0286*1.185**n + 0.244*1.3484**n + 0.0001')",7.0,10.0
122,com.puppycrawl.tools.checkstyle.api.DetailAST:getColumnNo,"(n**2, '0.1283*1.0**n*n + 0.9103*1.0**n + 0.1111*n**2 + 0.5556*n + 1.2963')",6.0,8.0
123,com.puppycrawl.tools.checkstyle.checks.TrailingCommentCheck:beginTree,"('1.5167**n', '0.1769*0.7342**n + 0.1884*1.0272**n + 0.121*1.3383**n + 0.0859*1.5167**n + 0.1121')",9.0,18.0
124,com.puppycrawl.tools.checkstyle.api.DetailAST:getLineNo,"(n**2, '0.1283*1.0**n*n + 0.9103*1.0**n + 0.1111*n**2 + 0.5556*n + 1.2963')",6.0,8.0
125,com.puppycrawl.tools.checkstyle.checks.AbstractTypeAwareCheck:visitToken,"(7.00000000000000, 7.00000000000000)",7.0,7.0
126,com.puppycrawl.tools.checkstyle.api.ScopeUtils:inAnnotationBlock,"(n, '0.6585*1.0**n + 0.8571*n + 2.5714')",7.0,7.0
127,com.puppycrawl.tools.checkstyle.api.ScopeUtils:inEnumBlock,"(n, '0.6585*1.0**n + 0.8571*n + 2.5714')",7.0,7.0
128,com.puppycrawl.tools.checkstyle.checks.ArrayTypeStyleCheck:visitToken,"(9.00000000000000, 9.00000000000000)",7.0,9.0
129,com.puppycrawl.tools.checkstyle.checks.UncommentedMainCheck:checkParams,"(9.00000000000000, 9.00000000000000)",7.0,9.0
130,com.puppycrawl.tools.checkstyle.checks.coding.EqualsHashCodeCheck:visitToken,"(26.0000000000000, 26.0000000000000)",10.0,26.0
131,com.puppycrawl.tools.checkstyle.checks.coding.JUnitTestCaseCheck:checkSuiteMethod,"(32.0000000000000, 32.0000000000000)",7.0,32.0
132,com.puppycrawl.tools.checkstyle.checks.indentation.HandlerFactory:getHandler,"(9.00000000000000, 9.00000000000000)",8.0,9.0
133,com.puppycrawl.tools.checkstyle.api.ScopeUtils:inInterfaceBlock,"(n, '0.6585*1.0**n + 0.8571*n + 2.5714')",7.0,7.0
134,com.puppycrawl.tools.checkstyle.checks.whitespace.OperatorWrapCheck:visitToken,"(22.0000000000000, 22.0000000000000)",9.0,22.0
135,com.puppycrawl.tools.checkstyle.checks.whitespace.ParenPadCheck:visitToken,"(13.0000000000000, 13.0000000000000)",9.0,13.0
136,com.puppycrawl.tools.checkstyle.checks.whitespace.WhitespaceAroundCheck:isEmptyBlock,"(7.00000000000000, 7.00000000000000)",7.0,7.0
137,com.puppycrawl.tools.checkstyle.filters.SuppressWithNearbyCommentFilter:accept,"(n, '0.3849*1.0**n + 1.3333*n + 6.0')",6.0,8.0
138,com.puppycrawl.tools.checkstyle.Checker:setupChild,"(9.00000000000000, 9.00000000000000)",6.0,9.0
139,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocStyleCheck:trimTail,"('1.23**n', '12.4784*0.8654**n + 0.5929*1.0857**n + 0.7523*1.23**n + 1.3365')",7.0,7.0
140,com.puppycrawl.tools.checkstyle.Main:getFilesToProcess,"(n**2, '0.375*n**2 + 3.5*n + 8.125')",6.0,18.0
141,com.puppycrawl.tools.checkstyle.checks.coding.InnerAssignmentCheck:isInContext,"('1.3124**n', '0.2262*0.695**n + 0.3036*1.1095**n + 0.1103*1.1321**n + 0.2855*1.3124**n + 0.3333')",6.0,6.0
142,com.puppycrawl.tools.checkstyle.ConfigurationLoader:replaceProperties,"('1.2207**n', '1.3522*0.7245**n + 0.6681*1.0633**n + 1.2412*1.2207**n + 2.0')",6.0,6.0
