,file_name,graph_name,apc,cyclo,npath,apc_time,vertex_count,edge_count,exception,exception_type
17,/app/code/experiments/icse_experiment/files/22_selectionsort.c,22_selectionsort_cfg._Z14selection_sortPii,"('1.8197**n', '4636653.9516*0.6608**n + 1651653.1552*0.7039**n + 2183.9988*0.953**n + 647.1296*0.9873**n + 18361.6016*1.0189**n + 13.4381*1.1978**n + 0.7312*1.297**n + 0.0022*1.8197**n + 25799.2766')",10.0,24.0,1.3904170989990234,16.0,24.0,0.0,na
18,/app/code/experiments/icse_experiment/files/17_edit_dist.c,17_edit_dist_cfg._Z16editDistArraysDPPiS_ii,"('1.8011**n', '0.0005*1.8011**n')",14.0,90.0,3.67948055267334,23.0,35.0,0.0,na
19,/app/code/experiments/icse_experiment/files/21_insertionsort.c,21_insertionsort_cfg._Z14insertion_sortPii,"('1.5129**n', '0.3051*1.5129**n')",5.0,8.0,0.28929758071899414,7.0,10.0,0.0,na
20,/app/code/experiments/icse_experiment/files/26_quicksort.c,26_quicksort_cfg._Z18quickSortIterativePiii,"('1.7838**n', '0.0003*1.7838**n')",11.0,60.0,2.266096353530884,21.0,30.0,0.0,na
21,/app/code/experiments/icse_experiment/files/23_mergesort.c,23_mergesort_cfg._Z9mergesortPii,"('1.5883**n', '2.1634*0.7114**n + 1.0329*0.7302**n + 1.098*0.9659**n + 0.1372*0.988**n + 0.2286*1.1114**n + 0.0445*1.3027**n + 0.0626*1.5883**n + 0.9963')",10.0,171.0,2.379495620727539,17.0,25.0,0.0,na
22,/app/code/experiments/icse_experiment/files/06_palindrome.c,06_palindrome_cfg._Z10palindromei,"(n, '1.0*n + 1.0')",3.0,3.0,0.027459144592285156,4.0,5.0,0.0,na
23,/app/code/experiments/icse_experiment/files/51_variance.c,51_variance_cfg._Z8variancePdi,"(n**3, '0.1667*n**3 + 3.0*n**2 + 19.8333*n + 47.0')",11.0,9.0,0.3010716438293457,15.0,24.0,0.0,na
24,/app/code/experiments/icse_experiment/files/32_newtons_method.c,32_newtons_method_cfg._Z11newton_rootffi,"(n, '1.0*n + 2.0')",4.0,4.0,0.03990507125854492,7.0,9.0,0.0,na
25,/app/code/experiments/icse_experiment/files/32_newtons_method.c,32_newtons_method_cfg._Z1ff,"(1.00000000000000, 1.00000000000000)",1.0,1.0,0.0028259754180908203,3.0,2.0,0.0,na
26,/app/code/experiments/icse_experiment/files/32_newtons_method.c,32_newtons_method_cfg._Z2dff,"(1.00000000000000, 1.00000000000000)",1.0,1.0,0.002727031707763672,3.0,2.0,0.0,na
27,/app/code/experiments/icse_experiment/files/02_fib.c,02_fib_cfg._Z3fibi,"(n**2, '0.5*n**2 + 3.5*n + 9.0')",6.0,10.0,0.06662130355834961,8.0,12.0,0.0,na
28,/app/code/experiments/icse_experiment/files/31_sieve_of_eratosthenes.c,31_sieve_of_eratosthenes_cfg._Z5sievePii,"('1.5499**n', '0.7267*0.7687**n + 0.1372*1.0449**n + 0.3635*1.5499**n + 0.0007*n + 2.0053')",11.0,89.0,0.7777156829833984,15.0,24.0,0.0,na
29,/app/code/experiments/icse_experiment/files/19_longest_common_increasing_subsequence.c,19_longest_common_increasing_subsequence_cfg._Z4LCISPiiS_i,"('1.6372**n', '70.3419*0.8365**n + 166.3939*0.8578**n + 44.3326*0.8838**n + 0.246*1.1271**n + 0.0342*1.6372**n + 39.1033*n + 628.1209')",16.0,210.0,1.5528693199157715,24.0,38.0,0.0,na
30,/app/code/experiments/icse_experiment/files/25_heapsort.c,25_heapsort_cfg._Z9heap_sortPij,"('1.6452**n', '363.2962*0.7399**n + 452.7536*0.7751**n + 9.9843*0.812**n + 173.1843*0.8258**n + 2.907*0.8605**n + 0.1058*1.0417**n + 0.3973*1.0425**n + 0.2729*1.1651**n + 0.0765*1.2548**n + 0.2222*1.3424**n + 0.134*1.5987**n + 0.1559*1.6452**n + 1.5797')",18.0,6165.0,6.2252020835876465,26.0,42.0,0.0,na
